Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Nap
3/23/2020 0:30,3/23/2020 22:05,UTC-05:00,3/23/2020 0:30,3/23/2020 6:14,71,14.7,336,343,153,66,117,7,476,0,97,FALSE
3/21/2020 22:44,3/23/2020 0:30,UTC-05:00,3/21/2020 22:44,3/22/2020 8:05,100,14.6,523,561,207,101,215,38,458,0,93,FALSE
3/20/2020 22:22,3/21/2020 22:44,UTC-05:00,3/20/2020 22:22,3/21/2020 7:41,100,14.5,495,558,237,112,146,63,474,0,88,FALSE
3/19/2020 22:40,3/20/2020 22:22,UTC-05:00,3/19/2020 22:40,3/20/2020 7:45,100,14.2,510,545,259,102,149,35,482,0,93,FALSE
3/18/2020 21:58,3/19/2020 22:40,UTC-05:00,3/18/2020 21:58,3/19/2020 8:41,100,14.3,610,643,335,126,149,33,508,0,94,FALSE
3/17/2020 21:00,3/18/2020 21:58,UTC-05:00,3/17/2020 21:00,3/18/2020 6:50,100,14.1,553,590,233,112,208,37,511,17,94,FALSE
3/16/2020 18:48,3/17/2020 21:00,UTC-05:00,3/16/2020 18:48,3/17/2020 3:13,94,14.8,459,505,263,95,101,46,489,31,90,FALSE
3/16/2020 3:10,3/16/2020 18:48,UTC-05:00,3/16/2020 3:10,3/16/2020 9:22,86,14.4,339,372,123,83,133,33,396,0,91,FALSE
3/14/2020 21:09,3/16/2020 3:10,UTC-05:00,3/15/2020 13:16,3/15/2020 14:20,13,14.3,61,63,27,10,24,2,457,0,96,TRUE
3/14/2020 21:09,3/16/2020 3:10,UTC-05:00,3/14/2020 21:09,3/15/2020 7:08,100,14.2,549,599,235,133,181,50,448,5,91,FALSE
3/13/2020 21:26,3/14/2020 21:09,UTC-05:00,3/14/2020 13:45,3/14/2020 14:45,11,15.3,53,59,53,0,0,6,502,5,94,TRUE
3/13/2020 21:26,3/14/2020 21:09,UTC-05:00,3/13/2020 21:26,3/14/2020 6:16,98,14.6,491,530,180,130,181,39,499,40,92,FALSE
3/12/2020 20:15,3/13/2020 21:26,UTC-05:00,3/12/2020 20:15,3/13/2020 3:44,82,14.6,409,449,175,91,143,40,499,17,91,FALSE
3/11/2020 20:58,3/12/2020 20:15,UTC-05:00,3/11/2020 20:58,3/12/2020 5:37,94,14.5,486,519,156,112,218,33,519,26,93,FALSE
3/10/2020 21:08,3/11/2020 20:58,UTC-05:00,3/10/2020 21:08,3/11/2020 6:16,91,14.4,511,548,232,108,171,37,562,79,93,FALSE
3/9/2020 22:23,3/10/2020 21:08,UTC-05:00,3/9/2020 22:23,3/10/2020 3:44,65,14.8,315,321,128,74,113,6,488,0,98,FALSE
3/8/2020 20:22,3/9/2020 22:23,UTC-05:00,3/8/2020 20:22,3/9/2020 7:00,100,14.4,583,638,167,140,276,55,497,38,91,FALSE
3/7/2020 20:58,3/8/2020 20:22,UTC-05:00,3/7/2020 20:58,3/8/2020 3:44,83,14.5,378,406,172,62,144,28,457,0,93,FALSE
3/6/2020 21:26,3/7/2020 19:58,UTC-06:00,3/6/2020 21:26,3/7/2020 6:45,100,14.6,509,559,163,134,212,50,478,5,91,FALSE
3/5/2020 22:09,3/6/2020 21:26,UTC-06:00,3/5/2020 22:09,3/6/2020 6:23,98,14.8,464,494,164,99,201,30,473,0,94,FALSE
3/4/2020 21:11,3/5/2020 22:09,UTC-06:00,3/4/2020 21:11,3/5/2020 6:05,100,14.8,502,534,239,107,156,32,479,0,94,FALSE
3/3/2020 20:35,3/4/2020 21:11,UTC-06:00,3/3/2020 20:35,3/4/2020 6:21,100,14.6,557,586,182,114,261,29,526,68,95,FALSE
3/2/2020 21:12,3/3/2020 20:35,UTC-06:00,3/2/2020 21:12,3/3/2020 3:45,70,14.9,371,392,217,67,87,21,529,75,95,FALSE
3/1/2020 21:17,3/2/2020 21:12,UTC-06:00,3/2/2020 14:15,3/2/2020 15:25,8,15.3,41,69,41,0,0,28,533,75,59,TRUE
3/1/2020 21:17,3/2/2020 21:12,UTC-06:00,3/1/2020 21:17,3/2/2020 3:20,67,14.7,309,362,125,71,113,53,459,2,87,FALSE
2/29/2020 22:17,3/1/2020 21:17,UTC-06:00,2/29/2020 22:17,3/1/2020 7:44,99,14.8,517,567,222,113,182,50,524,27,91,FALSE
2/28/2020 23:43,2/29/2020 22:17,UTC-06:00,2/28/2020 23:43,2/29/2020 7:14,88,14.5,432,451,173,93,166,19,493,0,95,FALSE
