Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
2/16/2021 23:27,2/17/2021 23:18,UTC-06:00,2/17/2021 14:02,2/17/2021 14:34,32,Stairmaster,6.5,177,151,115,16,19,43,19,0,FALSE,,,
2/14/2021 22:54,2/16/2021 0:22,UTC-06:00,2/15/2021 14:51,2/15/2021 14:57,5,Running,5.6,66,161,147,0,1,11,46,40,TRUE,,,
2/14/2021 22:54,2/16/2021 0:22,UTC-06:00,2/15/2021 13:43,2/15/2021 14:49,66,Weightlifting,6.5,226,137,103,17,48,33,0,0,FALSE,,,
2/11/2021 22:18,2/12/2021 22:59,UTC-06:00,2/12/2021 15:11,2/12/2021 15:25,14,Functional Fitness,7.4,153,166,142,0,4,22,33,39,FALSE,,,
2/11/2021 22:18,2/12/2021 22:59,UTC-06:00,2/12/2021 14:11,2/12/2021 15:10,58,Weightlifting,6,173,141,102,15,58,24,0,0,FALSE,,,
2/10/2021 22:00,2/11/2021 22:18,UTC-06:00,2/11/2021 15:36,2/11/2021 16:40,63,Weightlifting,6.9,244,148,107,16,40,37,5,0,FALSE,,,
2/9/2021 22:31,2/10/2021 22:00,UTC-06:00,2/10/2021 15:17,2/10/2021 16:02,45,Weightlifting,5.8,152,134,105,7,62,29,0,0,FALSE,,,
2/9/2021 22:31,2/10/2021 22:00,UTC-06:00,2/10/2021 14:55,2/10/2021 15:15,20,Elliptical,5.4,106,143,113,12,33,40,14,0,FALSE,,,
2/8/2021 22:23,2/9/2021 22:31,UTC-06:00,2/9/2021 14:09,2/9/2021 15:00,51,Weightlifting,7.9,294,154,117,2,24,54,17,0,FALSE,,,
2/8/2021 22:23,2/9/2021 22:31,UTC-06:00,2/9/2021 13:48,2/9/2021 14:09,20,Running,12.2,281,190,159,3,1,5,16,29,TRUE,344.58,0,0.18
2/7/2021 21:37,2/8/2021 22:23,UTC-06:00,2/8/2021 10:38,2/8/2021 11:52,74,Weightlifting,6.8,245,142,104,11,56,30,1,0,FALSE,,,
2/4/2021 21:56,2/5/2021 23:54,UTC-06:00,2/5/2021 11:08,2/5/2021 12:22,74,Weightlifting,6,186,148,98,25,52,19,2,0,FALSE,,,
2/3/2021 22:56,2/4/2021 21:56,UTC-06:00,2/4/2021 10:33,2/4/2021 11:48,74,Weightlifting,6.9,250,151,105,11,53,33,1,0,FALSE,,,
2/2/2021 22:12,2/3/2021 22:56,UTC-06:00,2/3/2021 16:03,2/3/2021 16:25,22,Running,11.6,294,185,156,1,0,5,14,67,TRUE,3635.5,21.71,0.97
1/31/2021 19:52,2/1/2021 21:52,UTC-06:00,2/1/2021 17:13,2/1/2021 18:09,55,Weightlifting,9.9,410,167,126,0,11,48,32,7,FALSE,,,
1/31/2021 19:52,2/1/2021 21:52,UTC-06:00,2/1/2021 17:01,2/1/2021 17:12,10,Rowing,6.4,106,174,138,4,1,27,26,36,TRUE,57.44,0,1.54
1/31/2021 2:04,1/31/2021 19:52,UTC-06:00,1/31/2021 14:15,1/31/2021 14:44,29,Elliptical,,29,99,83,97,2,0,0,0,TRUE,1396.6,3.06,-2.43
1/28/2021 23:22,1/30/2021 0:48,UTC-06:00,1/29/2021 12:03,1/29/2021 12:19,15,Elliptical,5.5,109,139,123,0,13,82,3,0,FALSE,,,
1/28/2021 23:22,1/30/2021 0:48,UTC-06:00,1/29/2021 11:14,1/29/2021 12:03,49,Weightlifting,5.7,145,142,101,25,50,18,5,0,FALSE,,,
1/27/2021 23:07,1/28/2021 23:22,UTC-06:00,1/28/2021 15:36,1/28/2021 15:48,11,Stairmaster,5.1,78,142,124,0,11,69,18,0,FALSE,,,
1/27/2021 23:07,1/28/2021 23:22,UTC-06:00,1/28/2021 14:32,1/28/2021 15:36,64,Weightlifting,5.6,149,148,96,27,57,13,1,0,FALSE,,,
1/26/2021 23:07,1/27/2021 23:07,UTC-06:00,1/27/2021 15:45,1/27/2021 16:06,21,Running,11.3,271,186,153,0,7,9,14,53,TRUE,3393.42,24.69,0.55
1/26/2021 23:07,1/27/2021 23:07,UTC-06:00,1/27/2021 14:15,1/27/2021 15:39,83,Weightlifting,7.7,317,148,106,10,51,35,3,0,FALSE,,,
1/24/2021 22:20,1/25/2021 23:05,UTC-06:00,1/25/2021 15:20,1/25/2021 16:39,79,Weightlifting,7,252,143,104,12,60,24,1,0,FALSE,,,
1/24/2021 22:20,1/25/2021 23:05,UTC-06:00,1/25/2021 14:40,1/25/2021 15:03,23,Stairmaster,4.7,60,122,100,14,81,3,0,0,FALSE,,,
1/21/2021 22:43,1/23/2021 0:46,UTC-06:00,1/22/2021 11:31,1/22/2021 11:53,21,Functional Fitness,7.4,184,166,131,1,16,23,39,19,FALSE,,,
1/21/2021 22:43,1/23/2021 0:46,UTC-06:00,1/22/2021 10:39,1/22/2021 11:28,48,Weightlifting,7,220,155,111,6,45,34,13,0,FALSE,,,
1/20/2021 21:35,1/21/2021 22:43,UTC-06:00,1/21/2021 10:37,1/21/2021 11:28,51,Weightlifting,5.8,161,145,103,19,48,28,3,0,FALSE,,,
1/20/2021 21:35,1/21/2021 22:43,UTC-06:00,1/21/2021 10:20,1/21/2021 10:36,15,Walking,6.7,119,168,124,18,9,20,22,28,TRUE,,,
1/19/2021 23:36,1/20/2021 21:35,UTC-06:00,1/20/2021 11:28,1/20/2021 11:40,11,Rowing,6.4,117,154,139,0,7,7,83,0,TRUE,15.65,0,0.52
1/19/2021 23:36,1/20/2021 21:35,UTC-06:00,1/20/2021 10:20,1/20/2021 11:28,68,Weightlifting,6.2,188,145,99,30,46,18,5,0,FALSE,,,
1/18/2021 22:59,1/19/2021 23:36,UTC-06:00,1/19/2021 14:24,1/19/2021 15:50,86,Weightlifting,7.5,304,145,105,15,52,29,3,0,FALSE,,,
1/18/2021 22:59,1/19/2021 23:36,UTC-06:00,1/19/2021 14:12,1/19/2021 14:20,8,Walking,4.4,33,146,105,25,27,35,11,0,TRUE,812.22,5.31,0.05
1/17/2021 22:58,1/18/2021 22:59,UTC-06:00,1/18/2021 10:32,1/18/2021 11:43,70,Weightlifting,6.3,204,156,101,28,49,18,2,0,FALSE,,,
1/14/2021 23:11,1/16/2021 0:25,UTC-06:00,1/15/2021 16:31,1/15/2021 17:02,31,Running,14.3,468,183,164,0,0,1,3,64,FALSE,,,
1/13/2021 23:05,1/14/2021 23:11,UTC-06:00,1/14/2021 14:39,1/14/2021 15:15,36,Weightlifting,5.4,121,135,104,15,49,35,0,0,FALSE,,,
1/13/2021 23:05,1/14/2021 23:11,UTC-06:00,1/14/2021 14:27,1/14/2021 14:38,10,Rowing,5.2,79,147,125,7,1,44,47,0,TRUE,0,0,0
1/12/2021 22:51,1/13/2021 23:05,UTC-06:00,1/13/2021 10:34,1/13/2021 11:23,48,Weightlifting,6.6,210,152,111,3,51,35,9,0,FALSE,,,
1/12/2021 22:51,1/13/2021 23:05,UTC-06:00,1/13/2021 10:17,1/13/2021 10:33,16,Elliptical,4.7,60,128,106,7,60,31,0,0,FALSE,,,
1/11/2021 23:16,1/12/2021 22:51,UTC-06:00,1/12/2021 14:37,1/12/2021 15:41,64,Weightlifting,5.3,135,140,96,35,50,13,0,0,FALSE,,,
1/10/2021 22:26,1/11/2021 23:16,UTC-06:00,1/11/2021 15:56,1/11/2021 16:27,30,HIIT,8.5,261,167,132,4,7,23,52,12,FALSE,,,
1/10/2021 22:26,1/11/2021 23:16,UTC-06:00,1/11/2021 14:46,1/11/2021 15:55,69,Weightlifting,5.1,123,159,94,43,45,10,0,0,FALSE,,,
1/8/2021 22:48,1/10/2021 0:34,UTC-06:00,1/9/2021 14:44,1/9/2021 15:23,39,Functional Fitness,11.5,337,176,128,25,6,10,6,47,FALSE,,,
1/7/2021 22:01,1/8/2021 22:48,UTC-06:00,1/8/2021 16:22,1/8/2021 16:41,18,Running,10.2,236,177,153,1,4,6,12,70,TRUE,3161.67,30.53,-1.11
1/7/2021 22:01,1/8/2021 22:48,UTC-06:00,1/8/2021 15:00,1/8/2021 16:03,62,Weightlifting,5.1,125,139,95,43,42,13,0,0,FALSE,,,
1/6/2021 22:57,1/7/2021 22:01,UTC-06:00,1/7/2021 11:27,1/7/2021 11:48,20,Stairmaster,6,147,139,125,0,6,85,8,0,FALSE,,,
1/6/2021 22:57,1/7/2021 22:01,UTC-06:00,1/7/2021 10:38,1/7/2021 11:26,47,Weightlifting,6.5,200,151,110,11,38,41,9,0,FALSE,,,
1/4/2021 23:01,1/5/2021 22:31,UTC-06:00,1/5/2021 16:08,1/5/2021 17:02,54,Weightlifting,6.6,220,146,110,8,43,42,5,0,FALSE,,,
1/4/2021 23:01,1/5/2021 22:31,UTC-06:00,1/5/2021 15:31,1/5/2021 15:57,25,Running,13,364,181,160,1,0,4,10,72,TRUE,5028.34,28.26,-0.13
1/3/2021 22:35,1/4/2021 23:01,UTC-06:00,1/4/2021 14:24,1/4/2021 16:09,104,Weightlifting,7.2,295,150,101,29,42,24,3,0,FALSE,,,
1/1/2021 21:29,1/3/2021 2:57,UTC-06:00,1/2/2021 11:10,1/2/2021 11:24,13,Functional Fitness,6.1,122,164,134,3,1,20,68,6,FALSE,,,
1/1/2021 21:29,1/3/2021 2:57,UTC-06:00,1/2/2021 10:18,1/2/2021 10:43,25,Running,7.8,189,169,128,3,20,30,21,24,TRUE,3242.54,25.48,-1.45
12/30/2020 23:06,1/1/2021 1:32,UTC-06:00,12/31/2020 14:25,12/31/2020 15:30,64,Functional Fitness,11.6,415,177,121,5,38,23,8,21,FALSE,,,
12/28/2020 22:40,12/29/2020 22:43,UTC-06:00,12/29/2020 15:07,12/29/2020 16:27,79,Weightlifting,6.8,256,152,104,18,49,30,1,0,FALSE,,,
12/27/2020 22:00,12/28/2020 22:40,UTC-06:00,12/28/2020 16:36,12/28/2020 16:53,17,Running,10.2,229,176,157,0,1,0,13,82,TRUE,2947.37,15.95,-0.56
12/27/2020 22:00,12/28/2020 22:40,UTC-06:00,12/28/2020 15:36,12/28/2020 16:31,54,Weightlifting,6.8,225,156,109,13,41,34,9,0,FALSE,,,
12/26/2020 23:04,12/27/2020 22:00,UTC-06:00,12/27/2020 13:54,12/27/2020 15:04,69,Weightlifting,7.2,258,155,106,16,49,25,8,0,FALSE,,,
12/25/2020 21:58,12/26/2020 23:04,UTC-06:00,12/26/2020 11:03,12/26/2020 11:42,38,Other,6.1,165,149,110,17,32,32,17,0,FALSE,,,
12/25/2020 21:58,12/26/2020 23:04,UTC-06:00,12/26/2020 9:40,12/26/2020 10:55,74,Functional Fitness,12.9,460,185,115,32,15,17,10,13,FALSE,,,
12/24/2020 22:36,12/25/2020 21:58,UTC-06:00,12/25/2020 15:05,12/25/2020 15:23,18,Functional Fitness,4.8,73,143,103,34,14,46,4,0,FALSE,,,
12/24/2020 22:36,12/25/2020 21:58,UTC-06:00,12/25/2020 10:08,12/25/2020 10:32,24,Walking,4.1,28,108,90,69,30,0,0,0,TRUE,2133.77,17.78,0.06
12/22/2020 22:05,12/23/2020 23:33,UTC-06:00,12/23/2020 15:39,12/23/2020 16:25,45,Functional Fitness,12,388,195,132,12,11,16,36,11,FALSE,,,
12/21/2020 22:31,12/22/2020 22:05,UTC-06:00,12/22/2020 16:14,12/22/2020 16:27,13,Functional Fitness,5.6,99,158,128,0,14,43,36,5,FALSE,,,
12/21/2020 22:31,12/22/2020 22:05,UTC-06:00,12/22/2020 15:21,12/22/2020 16:13,51,Weightlifting,5.1,104,147,95,36,48,12,2,0,FALSE,,,
12/20/2020 22:24,12/21/2020 22:31,UTC-06:00,12/21/2020 17:50,12/21/2020 18:08,18,Stairmaster,6.7,143,169,128,3,16,23,41,14,FALSE,,,
12/20/2020 22:24,12/21/2020 22:31,UTC-06:00,12/21/2020 16:30,12/21/2020 17:49,79,Weightlifting,6.8,260,146,103,24,37,35,2,0,FALSE,,,
12/19/2020 2:39,12/19/2020 23:44,UTC-06:00,12/19/2020 10:04,12/19/2020 11:02,57,Functional Fitness,13.4,569,176,139,4,9,17,31,36,FALSE,,,
12/17/2020 22:38,12/19/2020 2:39,UTC-06:00,12/18/2020 14:15,12/18/2020 14:56,41,Weightlifting,5.6,137,141,104,17,50,29,2,0,FALSE,,,
12/17/2020 22:38,12/19/2020 2:39,UTC-06:00,12/18/2020 13:52,12/18/2020 14:09,16,Running,9.5,207,172,152,3,0,6,17,71,TRUE,3223.01,29.4,-0.51
12/15/2020 22:44,12/16/2020 21:47,UTC-06:00,12/16/2020 12:05,12/16/2020 13:13,67,Weightlifting,8.3,313,161,113,5,42,37,12,2,FALSE,,,
12/14/2020 22:20,12/15/2020 22:44,UTC-06:00,12/15/2020 15:22,12/15/2020 16:29,66,Functional Fitness,14,529,189,129,7,37,10,8,20,FALSE,,,
12/14/2020 0:34,12/14/2020 22:20,UTC-06:00,12/14/2020 12:11,12/14/2020 13:21,70,Weightlifting,6.2,198,142,100,27,52,17,3,0,FALSE,,,
12/12/2020 1:18,12/13/2020 2:24,UTC-06:00,12/12/2020 9:44,12/12/2020 10:42,57,Functional Fitness,11.4,448,183,128,0,18,36,32,9,FALSE,,,
12/10/2020 22:53,12/12/2020 1:18,UTC-06:00,12/11/2020 11:15,12/11/2020 12:17,62,Functional Fitness,10.8,340,179,113,27,26,22,4,14,FALSE,,,
12/7/2020 22:51,12/8/2020 23:02,UTC-06:00,12/8/2020 15:32,12/8/2020 16:01,28,Functional Fitness,12.3,309,182,141,15,11,8,3,31,FALSE,,,
12/6/2020 21:48,12/7/2020 22:51,UTC-06:00,12/7/2020 15:33,12/7/2020 16:30,57,Functional Fitness,11.8,397,175,123,10,35,17,7,27,FALSE,,,
12/3/2020 22:57,12/5/2020 1:06,UTC-06:00,12/4/2020 23:00,12/5/2020 1:00,120,Other,4.3,122,124,79,79,10,0,0,0,FALSE,,,
12/3/2020 22:57,12/5/2020 1:06,UTC-06:00,12/4/2020 15:49,12/4/2020 16:06,16,Running,11.1,243,180,163,0,2,0,2,73,TRUE,3022.09,19.63,-1.37
12/3/2020 22:57,12/5/2020 1:06,UTC-06:00,12/4/2020 14:35,12/4/2020 15:39,64,Functional Fitness,7.5,261,168,106,35,25,15,22,1,FALSE,,,
12/2/2020 23:12,12/3/2020 22:57,UTC-06:00,12/3/2020 15:22,12/3/2020 16:35,72,Weightlifting,8.3,331,169,112,4,45,35,12,1,FALSE,,,
12/2/2020 0:01,12/2/2020 23:12,UTC-06:00,12/2/2020 16:40,12/2/2020 17:26,46,Weightlifting,6.7,179,168,109,3,64,23,5,3,FALSE,,,
12/2/2020 0:01,12/2/2020 23:12,UTC-06:00,12/2/2020 16:12,12/2/2020 16:31,18,Running,10.7,255,173,158,1,0,2,3,90,TRUE,3088.37,30.9,-0.22
11/30/2020 22:26,12/2/2020 0:01,UTC-06:00,12/1/2020 9:55,12/1/2020 11:01,65,Functional Fitness,11.2,465,170,125,5,24,21,30,17,FALSE,,,
11/29/2020 22:05,11/30/2020 22:26,UTC-06:00,11/30/2020 16:48,11/30/2020 17:33,45,Weightlifting,5.5,131,148,104,13,56,29,1,0,FALSE,,,
11/29/2020 22:05,11/30/2020 22:26,UTC-06:00,11/30/2020 6:41,11/30/2020 6:54,13,Running,7.1,124,172,137,2,18,13,20,44,TRUE,2092.98,21.51,0.32
11/28/2020 0:44,11/29/2020 0:42,UTC-06:00,11/28/2020 10:07,11/28/2020 10:47,40,Functional Fitness,13.1,413,183,139,16,10,6,10,41,FALSE,,,
11/27/2020 0:20,11/28/2020 0:44,UTC-06:00,11/27/2020 14:08,11/27/2020 14:54,46,Functional Fitness,13.3,476,179,141,5,14,15,12,45,FALSE,,,
11/25/2020 22:44,11/27/2020 0:20,UTC-06:00,11/26/2020 15:19,11/26/2020 15:29,9,Running,8.7,134,188,161,0,4,3,13,34,TRUE,1979.57,10.12,-0.23
11/25/2020 22:44,11/27/2020 0:20,UTC-06:00,11/26/2020 14:38,11/26/2020 15:15,36,Weightlifting,6.1,175,152,113,9,25,59,5,0,FALSE,,,
11/23/2020 21:55,11/24/2020 23:58,UTC-06:00,11/24/2020 10:58,11/24/2020 11:17,19,Running,12,281,185,164,0,1,1,10,37,TRUE,3385.15,25.92,-3.33
11/23/2020 21:55,11/24/2020 23:58,UTC-06:00,11/24/2020 10:28,11/24/2020 10:52,24,Weightlifting,7.1,183,161,128,3,15,24,47,8,FALSE,,,
11/23/2020 0:56,11/23/2020 21:55,UTC-06:00,11/23/2020 17:37,11/23/2020 17:50,13,Functional Fitness,6.8,137,169,141,0,2,15,44,36,FALSE,,,
11/23/2020 0:56,11/23/2020 21:55,UTC-06:00,11/23/2020 16:59,11/23/2020 17:35,35,Weightlifting,6.1,168,143,114,5,28,54,11,0,FALSE,,,
11/21/2020 2:34,11/22/2020 0:06,UTC-06:00,11/21/2020 9:14,11/21/2020 10:11,56,Functional Fitness,8,282,163,113,5,44,35,9,4,FALSE,,,
11/18/2020 23:53,11/19/2020 22:47,UTC-06:00,11/19/2020 16:10,11/19/2020 16:27,16,Functional Fitness,7.8,177,174,142,0,3,15,41,39,FALSE,,,
11/18/2020 23:53,11/19/2020 22:47,UTC-06:00,11/19/2020 15:03,11/19/2020 16:03,60,Weightlifting,7.8,290,159,112,10,34,39,15,0,FALSE,,,
11/16/2020 22:36,11/17/2020 20:50,UTC-06:00,11/17/2020 15:19,11/17/2020 16:20,60,Weightlifting,5.4,138,135,96,36,46,16,0,0,FALSE,,,
11/16/2020 0:08,11/16/2020 22:36,UTC-06:00,11/16/2020 15:59,11/16/2020 16:25,26,Functional Fitness,11.4,299,184,147,0,13,13,12,48,FALSE,,,
11/16/2020 0:08,11/16/2020 22:36,UTC-06:00,11/16/2020 15:04,11/16/2020 15:57,53,Weightlifting,5.9,169,144,102,28,43,23,4,0,FALSE,,,
11/14/2020 22:37,11/16/2020 0:08,UTC-06:00,11/15/2020 10:18,11/15/2020 10:46,28,Running,9.9,264,167,134,12,14,10,20,41,TRUE,4516.79,42.1,2.25
11/9/2020 22:22,11/10/2020 22:00,UTC-06:00,11/10/2020 16:34,11/10/2020 17:08,34,Functional Fitness,6.9,163,167,103,43,16,12,19,8,FALSE,,,
11/8/2020 21:53,11/9/2020 22:22,UTC-06:00,11/9/2020 14:44,11/9/2020 15:40,55,Functional Fitness,9.3,276,170,111,28,34,8,13,14,FALSE,,,
11/5/2020 22:42,11/7/2020 1:18,UTC-06:00,11/6/2020 15:34,11/6/2020 16:39,64,Functional Fitness,12.3,445,181,121,14,29,20,10,22,FALSE,,,
11/5/2020 22:42,11/7/2020 1:18,UTC-06:00,11/6/2020 15:08,11/6/2020 15:16,8,Commuting,4.3,29,120,103,13,82,3,0,0,TRUE,1730.78,6.66,0.38
11/4/2020 21:57,11/5/2020 22:42,UTC-06:00,11/5/2020 16:33,11/5/2020 17:34,60,Functional Fitness,15.2,644,185,141,12,12,7,3,51,FALSE,,,
11/3/2020 23:00,11/4/2020 21:57,UTC-06:00,11/4/2020 15:30,11/4/2020 16:48,77,Functional Fitness,8.3,344,162,108,9,45,38,5,1,FALSE,,,
11/3/2020 23:00,11/4/2020 21:57,UTC-06:00,11/4/2020 15:03,11/4/2020 15:22,19,Cycling,4.8,69,131,102,23,48,28,0,0,TRUE,3531.28,16.28,-3.86
11/3/2020 23:00,11/4/2020 21:57,UTC-06:00,11/4/2020 14:19,11/4/2020 14:37,18,Walking,4.8,71,144,105,27,29,37,5,0,TRUE,1707.67,8.88,1.17
11/3/2020 1:13,11/3/2020 23:00,UTC-06:00,11/3/2020 15:03,11/3/2020 16:35,92,Weightlifting,7.7,301,158,103,16,62,15,4,0,FALSE,,,
11/2/2020 1:15,11/3/2020 1:13,UTC-06:00,11/2/2020 17:33,11/2/2020 18:35,62,Functional Fitness,11.3,422,175,121,16,19,24,22,16,FALSE,,,
10/31/2020 21:46,11/2/2020 2:15,UTC-05:00,11/1/2020 11:01,11/1/2020 11:29,27,Running,9.5,238,174,131,10,23,10,16,38,TRUE,1060.55,7.19,0.16
10/29/2020 23:18,10/30/2020 21:48,UTC-05:00,10/30/2020 9:18,10/30/2020 10:34,75,Functional Fitness,12.2,523,171,122,16,18,20,23,20,FALSE,,,
10/29/2020 0:09,10/29/2020 23:18,UTC-05:00,10/29/2020 15:00,10/29/2020 15:54,53,Functional Fitness,11.8,417,175,127,13,20,15,26,23,TRUE,42.97,0,0.1
10/27/2020 22:10,10/29/2020 0:09,UTC-05:00,10/28/2020 13:40,10/28/2020 14:32,52,Functional Fitness,7.6,250,163,110,20,28,30,17,3,FALSE,,,
10/26/2020 23:16,10/27/2020 22:10,UTC-05:00,10/27/2020 9:22,10/27/2020 10:13,50,Functional Fitness,8.2,288,162,116,10,32,32,21,2,FALSE,,,
10/25/2020 21:44,10/26/2020 23:16,UTC-05:00,10/26/2020 16:36,10/26/2020 16:44,8,Commuting,4.9,61,141,126,0,4,77,17,0,TRUE,1630.77,3.75,0.22
10/25/2020 21:44,10/26/2020 23:16,UTC-05:00,10/26/2020 16:02,10/26/2020 16:31,28,Running,11.7,356,168,151,0,0,6,23,69,TRUE,3821.77,25.91,-0.04
10/25/2020 21:44,10/26/2020 23:16,UTC-05:00,10/26/2020 15:10,10/26/2020 15:54,44,Functional Fitness,10.5,365,189,130,1,10,45,25,10,FALSE,,,
10/25/2020 21:44,10/26/2020 23:16,UTC-05:00,10/26/2020 15:00,10/26/2020 15:07,6,Commuting,4.6,44,138,121,7,11,69,12,0,TRUE,1594.88,4.09,-0.1
10/23/2020 22:36,10/25/2020 2:23,UTC-05:00,10/24/2020 10:00,10/24/2020 10:52,51,Functional Fitness,13.9,523,184,138,16,7,4,22,35,FALSE,,,
10/22/2020 21:26,10/23/2020 22:36,UTC-05:00,10/23/2020 16:01,10/23/2020 16:25,23,Running,9,234,179,138,3,6,16,41,29,TRUE,3564.84,22.03,0.02
10/22/2020 21:26,10/23/2020 22:36,UTC-05:00,10/23/2020 15:44,10/23/2020 15:53,8,Functional Fitness,4.5,40,142,108,14,28,41,16,0,FALSE,,,
10/21/2020 22:05,10/22/2020 21:26,UTC-05:00,10/22/2020 15:39,10/22/2020 16:32,53,Functional Fitness,11.5,439,175,130,0,20,29,27,20,FALSE,,,
10/21/2020 22:05,10/22/2020 21:26,UTC-05:00,10/22/2020 14:53,10/22/2020 15:12,18,Running,11.2,252,186,159,2,0,3,11,56,TRUE,3082.38,22.54,-0.17
10/20/2020 23:23,10/21/2020 22:05,UTC-05:00,10/21/2020 15:11,10/21/2020 15:52,41,Functional Fitness,12.5,397,177,137,5,19,12,17,39,FALSE,,,
10/19/2020 23:06,10/20/2020 23:23,UTC-05:00,10/20/2020 16:44,10/20/2020 17:28,43,Functional Fitness,14.2,519,184,148,4,9,10,10,49,FALSE,,,
10/19/2020 23:06,10/20/2020 23:23,UTC-05:00,10/20/2020 15:25,10/20/2020 16:24,58,Weightlifting,6.4,208,141,104,16,56,25,1,0,FALSE,,,
10/18/2020 20:56,10/19/2020 23:06,UTC-05:00,10/19/2020 16:20,10/19/2020 16:27,6,Commuting,5.6,71,163,141,0,10,6,42,40,TRUE,1638.43,4.31,0.18
10/18/2020 20:56,10/19/2020 23:06,UTC-05:00,10/19/2020 15:25,10/19/2020 16:15,50,Weightlifting,7.3,240,154,109,22,30,34,13,0,FALSE,,,
10/18/2020 20:56,10/19/2020 23:06,UTC-05:00,10/19/2020 15:01,10/19/2020 15:11,10,Commuting,4.7,52,137,114,13,20,61,3,0,TRUE,1619.87,5.35,-0.05
10/17/2020 0:02,10/18/2020 1:46,UTC-05:00,10/17/2020 10:03,10/17/2020 10:59,55,Functional Fitness,11.6,441,171,126,15,16,7,39,20,FALSE,,,
10/15/2020 21:09,10/17/2020 0:02,UTC-05:00,10/16/2020 16:30,10/16/2020 17:29,59,Functional Fitness,13.5,527,188,132,8,16,22,17,23,FALSE,,,
10/14/2020 23:32,10/15/2020 21:09,UTC-05:00,10/15/2020 16:41,10/15/2020 17:14,32,Functional Fitness,10,220,186,120,24,30,10,6,13,FALSE,,,
10/14/2020 23:32,10/15/2020 21:09,UTC-05:00,10/15/2020 16:05,10/15/2020 16:32,27,Gymnastics,5,87,138,102,23,46,28,1,0,FALSE,,,
10/14/2020 23:32,10/15/2020 21:09,UTC-05:00,10/15/2020 15:03,10/15/2020 16:05,61,Weightlifting,7,242,155,107,9,50,29,9,0,FALSE,,,
10/14/2020 23:32,10/15/2020 21:09,UTC-05:00,10/15/2020 14:49,10/15/2020 14:57,8,Commuting,4.3,32,127,105,14,52,33,0,0,TRUE,1654.32,4.13,0.42
10/13/2020 22:47,10/14/2020 23:32,UTC-05:00,10/14/2020 11:09,10/14/2020 11:30,21,Running,9.8,233,177,144,3,10,13,18,53,TRUE,3636.81,50.77,0.71
10/13/2020 22:47,10/14/2020 23:32,UTC-05:00,10/14/2020 9:20,10/14/2020 10:38,78,Weightlifting,5.6,163,132,95,39,51,8,0,0,FALSE,,,
10/12/2020 21:31,10/13/2020 22:47,UTC-05:00,10/13/2020 10:44,10/13/2020 11:44,60,Weightlifting,6.3,201,147,104,15,50,32,2,0,FALSE,,,
10/12/2020 21:31,10/13/2020 22:47,UTC-05:00,10/13/2020 9:34,10/13/2020 10:20,45,Functional Fitness,11.3,332,188,124,19,17,21,17,13,FALSE,,,
10/11/2020 23:02,10/12/2020 21:31,UTC-05:00,10/12/2020 16:19,10/12/2020 16:28,8,Commuting,5.3,77,150,134,0,0,39,60,0,TRUE,1528.09,2.29,0.03
10/11/2020 23:02,10/12/2020 21:31,UTC-05:00,10/12/2020 15:12,10/12/2020 16:17,65,Functional Fitness,11.6,470,183,124,8,18,33,25,9,FALSE,,,
10/11/2020 23:02,10/12/2020 21:31,UTC-05:00,10/12/2020 14:59,10/12/2020 15:05,5,Commuting,4.3,28,125,112,1,42,56,0,0,TRUE,1574.1,2.72,-0.09
10/10/2020 1:22,10/10/2020 22:43,UTC-05:00,10/10/2020 10:05,10/10/2020 10:47,42,Functional Fitness,12.8,428,187,140,3,16,18,21,29,FALSE,,,
10/10/2020 1:22,10/10/2020 22:43,UTC-05:00,10/10/2020 9:31,10/10/2020 9:48,17,Functional Fitness,8.6,176,183,139,0,20,23,5,40,FALSE,,,
10/8/2020 22:16,10/10/2020 1:22,UTC-05:00,10/9/2020 15:45,10/9/2020 16:22,37,Functional Fitness,11.3,337,183,133,2,14,35,15,18,FALSE,,,
10/8/2020 22:16,10/10/2020 1:22,UTC-05:00,10/9/2020 15:10,10/9/2020 15:44,34,Weightlifting,6.1,169,146,112,4,42,48,3,0,FALSE,,,
10/6/2020 21:34,10/7/2020 23:46,UTC-05:00,10/7/2020 11:16,10/7/2020 12:26,69,Running,13.7,660,179,136,2,6,28,31,27,TRUE,108.99,48.72,0.29
10/5/2020 22:29,10/6/2020 21:34,UTC-05:00,10/6/2020 17:33,10/6/2020 18:29,56,Functional Fitness,12.2,422,185,125,8,26,26,12,16,FALSE,,,
10/4/2020 21:45,10/5/2020 22:29,UTC-05:00,10/5/2020 17:29,10/5/2020 17:37,8,Commuting,6.9,107,171,152,0,0,8,34,57,TRUE,1714.54,3.31,0.09
10/4/2020 21:45,10/5/2020 22:29,UTC-05:00,10/5/2020 16:28,10/5/2020 17:17,49,Functional Fitness,9.7,241,182,109,37,30,9,3,11,FALSE,,,
10/4/2020 21:45,10/5/2020 22:29,UTC-05:00,10/5/2020 15:43,10/5/2020 15:50,6,Commuting,4.7,50,144,125,6,3,38,51,0,TRUE,1628.4,2.49,0.22
