Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
11/21/2021 21:45,11/23/2021 0:33,UTC-06:00,11/22/2021 9:19,11/22/2021 10:20,60,Weightlifting,6.5,210,137,102,21,52,25,0,0,FALSE,,,
11/20/2021 23:34,11/21/2021 21:45,UTC-06:00,11/21/2021 14:24,11/21/2021 15:35,70,Functional Fitness,7.1,248,149,103,31,37,24,7,0,FALSE,,,
11/18/2021 21:54,11/20/2021 6:50,UTC-06:00,11/19/2021 18:36,11/19/2021 19:48,71,Softball,4.6,106,152,80,75,15,6,2,0,FALSE,,,
11/17/2021 19:50,11/18/2021 21:54,UTC-06:00,11/18/2021 16:17,11/18/2021 17:07,49,Functional Fitness,10.4,405,171,129,2,17,21,54,4,FALSE,,,
11/16/2021 21:04,11/17/2021 19:50,UTC-06:00,11/17/2021 10:02,11/17/2021 10:31,28,Functional Fitness,12.3,344,181,149,0,1,30,7,40,FALSE,,,
11/16/2021 21:04,11/17/2021 19:50,UTC-06:00,11/17/2021 8:21,11/17/2021 9:12,51,Weightlifting,5.8,162,149,100,28,44,24,3,0,FALSE,,,
11/15/2021 21:39,11/16/2021 21:04,UTC-06:00,11/16/2021 15:28,11/16/2021 16:04,35,Box Fitness,12.2,363,183,139,5,11,17,16,35,FALSE,,,
11/14/2021 21:25,11/15/2021 21:39,UTC-06:00,11/15/2021 10:20,11/15/2021 10:40,20,Box Fitness,6.1,119,170,118,10,32,21,24,10,FALSE,,,
11/14/2021 21:25,11/15/2021 21:39,UTC-06:00,11/15/2021 9:22,11/15/2021 10:16,53,Weightlifting,6.1,183,149,101,36,30,28,4,0,FALSE,,,
11/13/2021 23:55,11/14/2021 21:25,UTC-06:00,11/14/2021 8:28,11/14/2021 9:31,63,Box Fitness,11.4,389,188,115,30,13,24,10,16,FALSE,,,
11/12/2021 22:59,11/13/2021 23:55,UTC-06:00,11/13/2021 9:16,11/13/2021 9:47,31,Box Fitness,9,256,178,127,4,21,16,27,29,FALSE,,,
11/12/2021 0:00,11/12/2021 22:59,UTC-06:00,11/12/2021 18:30,11/12/2021 20:45,135,Softball,7,297,166,87,66,19,8,4,1,FALSE,,,
8/5/2021 22:47,8/6/2021 22:02,UTC-05:00,8/6/2021 15:40,8/6/2021 16:29,49,Box Fitness,12.6,464,185,133,3,10,41,18,14,FALSE,,,
8/4/2021 22:02,8/5/2021 22:47,UTC-05:00,8/5/2021 15:40,8/5/2021 16:03,23,Swimming,5.5,118,140,111,11,40,46,1,0,TRUE,21.09,0.5,5.65
8/4/2021 22:02,8/5/2021 22:47,UTC-05:00,8/5/2021 14:56,8/5/2021 15:14,17,Box Fitness,10.6,239,174,157,0,5,0,4,87,FALSE,,,
8/4/2021 22:02,8/5/2021 22:47,UTC-05:00,8/5/2021 14:21,8/5/2021 14:54,32,Weightlifting,5.8,141,147,108,12,51,25,10,0,FALSE,,,
8/4/2021 22:02,8/5/2021 22:47,UTC-05:00,8/5/2021 8:21,8/5/2021 9:05,44,Manual Labor,6.9,234,134,113,0,54,44,0,0,TRUE,526.35,12.58,-0.63
8/3/2021 22:36,8/4/2021 22:02,UTC-05:00,8/4/2021 9:59,8/4/2021 11:18,78,Yoga,3.5,78,106,72,97,2,0,0,0,FALSE,,,
8/2/2021 21:52,8/3/2021 22:36,UTC-05:00,8/3/2021 12:15,8/3/2021 12:43,28,Swimming,5.8,141,149,112,10,31,51,6,0,TRUE,81.2,15.2,-0.74
8/2/2021 21:52,8/3/2021 22:36,UTC-05:00,8/3/2021 10:57,8/3/2021 12:02,65,Weightlifting,7,239,167,105,17,54,22,5,0,FALSE,,,
8/1/2021 21:41,8/2/2021 21:52,UTC-05:00,8/2/2021 14:14,8/2/2021 15:15,61,Weightlifting,7.2,268,138,112,0,45,52,1,0,FALSE,,,
7/31/2021 22:52,8/1/2021 21:41,UTC-05:00,8/1/2021 15:24,8/1/2021 15:45,20,Spin,6.5,158,154,131,4,8,24,62,0,FALSE,,,
7/30/2021 22:59,7/31/2021 22:52,UTC-05:00,7/31/2021 13:46,7/31/2021 13:53,7,HIIT,6,76,188,146,0,4,10,30,29,FALSE,,,
7/30/2021 22:59,7/31/2021 22:52,UTC-05:00,7/31/2021 12:45,7/31/2021 13:41,56,Weightlifting,6.8,226,155,113,6,39,46,7,0,FALSE,,,
7/29/2021 23:04,7/30/2021 22:59,UTC-05:00,7/30/2021 9:48,7/30/2021 10:08,19,Walking,4.3,29,111,95,32,67,0,0,0,TRUE,1791.98,13.5,-0.16
7/21/2021 22:07,7/22/2021 21:43,UTC-05:00,7/22/2021 15:24,7/22/2021 15:43,19,Swimming,6,134,159,122,1,17,42,35,3,TRUE,32.41,6.95,-5.71
7/21/2021 22:07,7/22/2021 21:43,UTC-05:00,7/22/2021 14:13,7/22/2021 15:00,47,Weightlifting,5.6,134,130,101,16,72,10,0,0,FALSE,,,
7/21/2021 22:07,7/22/2021 21:43,UTC-05:00,7/22/2021 9:58,7/22/2021 10:28,30,Activity,7.3,231,147,126,0,6,66,26,0,FALSE,,,
7/21/2021 3:21,7/21/2021 22:07,UTC-05:00,7/21/2021 15:35,7/21/2021 16:32,57,Box Fitness,12.6,448,194,126,11,26,20,12,20,FALSE,,,
7/19/2021 23:02,7/21/2021 3:21,UTC-05:00,7/20/2021 10:31,7/20/2021 11:08,37,Yoga,4.3,54,117,82,71,28,0,0,0,FALSE,,,
7/19/2021 23:02,7/21/2021 3:21,UTC-05:00,7/20/2021 9:48,7/20/2021 10:30,41,Walking,3.9,42,104,80,92,7,0,0,0,FALSE,,,
7/16/2021 21:24,7/17/2021 21:54,UTC-05:00,7/17/2021 10:04,7/17/2021 10:57,52,Functional Fitness,11.4,402,172,126,12,16,25,16,29,FALSE,,,
7/15/2021 23:00,7/16/2021 21:24,UTC-05:00,7/16/2021 8:45,7/16/2021 9:57,72,Functional Fitness,12.8,475,195,119,16,28,22,13,7,FALSE,,,
7/14/2021 21:56,7/15/2021 23:00,UTC-05:00,7/15/2021 15:28,7/15/2021 16:33,65,Box Fitness,11.8,461,169,121,10,34,15,15,24,FALSE,,,
7/13/2021 22:56,7/14/2021 21:56,UTC-05:00,7/14/2021 15:25,7/14/2021 16:04,39,Box Fitness,10.2,303,191,122,15,17,23,12,24,FALSE,,,
7/13/2021 22:56,7/14/2021 21:56,UTC-05:00,7/14/2021 9:05,7/14/2021 10:07,61,Manual Labor,8.2,341,136,114,0,44,54,0,0,FALSE,,,
7/12/2021 21:51,7/13/2021 22:56,UTC-05:00,7/13/2021 9:02,7/13/2021 10:13,71,Functional Fitness,8.8,286,172,105,28,45,12,6,6,FALSE,,,
7/11/2021 21:53,7/12/2021 21:51,UTC-05:00,7/12/2021 16:28,7/12/2021 17:30,61,Functional Fitness,11.1,378,187,116,24,21,23,13,10,FALSE,,,
7/9/2021 23:18,7/10/2021 23:04,UTC-05:00,7/10/2021 10:06,7/10/2021 11:23,76,Box Fitness,12.1,467,183,114,32,15,22,11,14,FALSE,,,
7/8/2021 22:23,7/9/2021 23:18,UTC-05:00,7/9/2021 9:16,7/9/2021 10:11,54,Box Fitness,10.4,383,182,121,5,28,37,19,5,FALSE,,,
7/6/2021 21:29,7/7/2021 22:32,UTC-05:00,7/7/2021 9:12,7/7/2021 10:27,74,Box Fitness,14.3,599,193,127,9,28,23,10,11,FALSE,,,
7/5/2021 21:23,7/6/2021 21:29,UTC-05:00,7/6/2021 9:25,7/6/2021 10:31,66,Box Fitness,12.1,495,181,124,11,21,25,26,12,FALSE,,,
7/5/2021 21:23,7/6/2021 21:29,UTC-05:00,7/6/2021 8:16,7/6/2021 9:20,64,Weightlifting,6.6,228,142,102,21,49,27,1,0,FALSE,,,
7/4/2021 21:37,7/5/2021 21:23,UTC-05:00,7/5/2021 15:34,7/5/2021 15:47,13,Running,8.3,169,168,150,0,1,1,34,62,TRUE,2603.73,15.73,3.62
7/3/2021 22:13,7/4/2021 21:37,UTC-05:00,7/4/2021 9:52,7/4/2021 11:07,74,Manual Labor,6.8,242,133,102,25,57,17,0,0,FALSE,,,
7/2/2021 22:17,7/3/2021 22:13,UTC-05:00,7/3/2021 14:00,7/3/2021 14:28,28,Activity,7.9,240,158,129,0,4,53,39,2,FALSE,,,
7/1/2021 22:44,7/2/2021 22:17,UTC-05:00,7/2/2021 15:25,7/2/2021 16:23,57,Weightlifting,6.2,185,148,100,28,44,24,1,0,FALSE,,,
6/30/2021 21:00,7/1/2021 22:44,UTC-05:00,7/1/2021 15:35,7/1/2021 16:23,47,Box Fitness,9.1,281,168,113,21,37,7,16,17,FALSE,,,
6/30/2021 21:00,7/1/2021 22:44,UTC-05:00,7/1/2021 11:36,7/1/2021 12:56,80,Manual Labor,5,127,119,90,67,30,1,0,0,FALSE,,,
6/30/2021 1:26,6/30/2021 21:00,UTC-05:00,6/30/2021 15:30,6/30/2021 16:23,53,Box Fitness,9.7,332,176,115,15,24,40,4,14,FALSE,,,
6/28/2021 21:05,6/30/2021 1:26,UTC-05:00,6/29/2021 8:12,6/29/2021 8:59,46,Box Fitness,12.7,428,177,132,19,13,7,14,43,FALSE,,,
6/28/2021 5:16,6/28/2021 21:05,UTC-05:00,6/28/2021 11:55,6/28/2021 12:30,34,Manual Labor,5.4,118,118,103,9,85,5,0,0,FALSE,,,
6/26/2021 22:24,6/28/2021 5:16,UTC-05:00,6/27/2021 8:36,6/27/2021 9:39,63,Box Fitness,11.9,478,173,124,10,21,26,23,18,FALSE,,,
6/25/2021 22:06,6/26/2021 22:24,UTC-05:00,6/26/2021 9:46,6/26/2021 10:49,63,Box Fitness,12.9,505,183,125,19,15,14,22,24,FALSE,,,
6/24/2021 22:36,6/25/2021 22:06,UTC-05:00,6/25/2021 9:29,6/25/2021 10:27,57,Box Fitness,13.1,447,185,125,14,21,27,9,9,FALSE,,,
6/23/2021 21:43,6/24/2021 22:36,UTC-05:00,6/24/2021 15:29,6/24/2021 16:41,72,Box Fitness,14.3,682,178,134,7,18,11,20,39,FALSE,,,
6/22/2021 22:37,6/23/2021 21:43,UTC-05:00,6/23/2021 15:16,6/23/2021 16:08,52,Box Fitness,10.8,338,174,116,21,29,9,13,25,FALSE,,,
6/21/2021 22:38,6/22/2021 22:37,UTC-05:00,6/22/2021 16:31,6/22/2021 17:17,45,Box Fitness,11.3,354,182,126,8,25,32,9,14,FALSE,,,
6/19/2021 22:05,6/20/2021 21:54,UTC-05:00,6/20/2021 8:33,6/20/2021 9:43,69,Box Fitness,13.2,566,189,126,12,15,25,21,20,FALSE,,,
6/19/2021 3:54,6/19/2021 22:05,UTC-05:00,6/19/2021 10:52,6/19/2021 11:35,43,Box Fitness,12.1,423,184,137,4,9,24,26,32,FALSE,,,
6/17/2021 22:40,6/19/2021 3:54,UTC-05:00,6/18/2021 15:33,6/18/2021 16:36,62,Box Fitness,11.4,416,176,119,19,24,17,20,16,FALSE,,,
6/16/2021 21:49,6/17/2021 22:40,UTC-05:00,6/17/2021 15:32,6/17/2021 16:14,42,Box Fitness,11,319,183,125,12,30,14,10,26,FALSE,,,
6/14/2021 21:51,6/16/2021 2:46,UTC-05:00,6/15/2021 9:53,6/15/2021 10:45,52,Functional Fitness,10.1,338,186,115,22,15,24,21,12,FALSE,,,
6/13/2021 22:00,6/14/2021 21:51,UTC-05:00,6/14/2021 16:47,6/14/2021 17:11,24,Functional Fitness,7.2,179,181,126,4,21,28,28,17,FALSE,,,
6/9/2021 22:06,6/10/2021 23:24,UTC-05:00,6/10/2021 9:33,6/10/2021 10:32,58,Box Fitness,13,425,190,124,15,26,24,8,11,FALSE,,,
6/8/2021 22:46,6/9/2021 22:06,UTC-05:00,6/9/2021 7:52,6/9/2021 8:25,33,Box Fitness,10.6,296,180,133,11,13,16,21,30,FALSE,,,
6/7/2021 21:47,6/8/2021 22:46,UTC-05:00,6/8/2021 15:31,6/8/2021 15:57,26,Box Fitness,4.6,60,155,96,46,38,12,2,0,FALSE,,,
6/6/2021 22:18,6/7/2021 21:47,UTC-05:00,6/7/2021 16:30,6/7/2021 17:16,46,Box Fitness,12.9,437,182,136,3,18,25,15,25,FALSE,,,
6/6/2021 22:18,6/7/2021 21:47,UTC-05:00,6/7/2021 9:46,6/7/2021 11:31,104,Manual Labor,12.4,706,158,121,6,21,38,32,1,FALSE,,,
6/5/2021 22:31,6/6/2021 22:18,UTC-05:00,6/6/2021 8:45,6/6/2021 9:34,49,Box Fitness,9.8,320,182,121,5,34,29,14,12,FALSE,,,
6/4/2021 23:27,6/5/2021 22:31,UTC-05:00,6/5/2021 19:31,6/5/2021 20:46,74,Rock Climbing,4.2,84,116,75,87,12,0,0,0,TRUE,17.46,1.91,7.9
6/4/2021 23:27,6/5/2021 22:31,UTC-05:00,6/5/2021 9:30,6/5/2021 10:00,29,Functional Fitness,4.8,79,139,98,33,50,15,0,0,FALSE,,,
6/3/2021 21:42,6/4/2021 23:27,UTC-05:00,6/4/2021 16:28,6/4/2021 17:28,59,Functional Fitness,10.6,411,172,120,8,22,40,12,15,FALSE,,,
6/3/2021 21:42,6/4/2021 23:27,UTC-05:00,6/4/2021 9:13,6/4/2021 9:51,38,Manual Labor,5.7,148,125,105,10,68,21,0,0,TRUE,183.45,22.89,0.46
6/2/2021 21:52,6/3/2021 21:42,UTC-05:00,6/3/2021 16:16,6/3/2021 16:50,34,Manual Labor,6.2,175,144,112,3,47,39,9,0,FALSE,,,
6/2/2021 21:52,6/3/2021 21:42,UTC-05:00,6/3/2021 8:21,6/3/2021 9:07,46,Box Fitness,11.8,393,181,128,19,11,17,15,34,FALSE,,,
6/1/2021 21:26,6/2/2021 21:52,UTC-05:00,6/2/2021 15:25,6/2/2021 15:30,4,Running,5.8,59,177,148,5,3,4,10,66,FALSE,,,
6/1/2021 21:26,6/2/2021 21:52,UTC-05:00,6/2/2021 15:16,6/2/2021 15:25,9,Walking,,9,92,79,99,0,0,0,0,TRUE,760.67,9.02,-1.81
5/31/2021 21:13,6/1/2021 21:26,UTC-05:00,6/1/2021 15:30,6/1/2021 16:14,43,Functional Fitness,5.3,117,138,97,38,35,24,1,0,FALSE,,,
5/30/2021 22:01,5/31/2021 21:13,UTC-05:00,5/31/2021 9:23,5/31/2021 10:21,57,Box Fitness,17.2,821,187,162,0,4,4,6,40,FALSE,,,
5/29/2021 23:24,5/30/2021 22:01,UTC-05:00,5/30/2021 7:59,5/30/2021 9:08,69,Manual Labor,6.4,205,131,102,18,68,13,0,0,FALSE,,,
5/27/2021 22:30,5/29/2021 1:10,UTC-05:00,5/28/2021 10:13,5/28/2021 11:03,49,Functional Fitness,11.5,366,192,124,13,22,22,20,11,FALSE,,,
5/26/2021 21:26,5/27/2021 22:30,UTC-05:00,5/27/2021 8:59,5/27/2021 10:30,91,Functional Fitness,9.1,358,167,104,33,32,21,8,4,FALSE,,,
5/24/2021 22:30,5/25/2021 21:17,UTC-05:00,5/25/2021 15:32,5/25/2021 16:19,47,Box Fitness,10.5,408,168,130,1,11,36,38,11,FALSE,,,
5/23/2021 21:37,5/24/2021 22:30,UTC-05:00,5/24/2021 9:25,5/24/2021 10:29,64,Box Fitness,11.7,489,177,125,9,15,38,22,14,FALSE,,,
5/22/2021 0:58,5/22/2021 22:43,UTC-05:00,5/22/2021 19:26,5/22/2021 21:22,116,Rock Climbing,5.7,201,129,93,53,40,6,0,0,TRUE,27.49,5.92,43.74
5/20/2021 21:42,5/22/2021 0:58,UTC-05:00,5/21/2021 8:15,5/21/2021 9:28,72,Weightlifting,7.3,283,137,107,6,54,38,0,0,FALSE,,,
5/19/2021 22:01,5/20/2021 21:42,UTC-05:00,5/20/2021 9:29,5/20/2021 10:27,58,Box Fitness,10.2,335,178,115,21,31,17,14,12,FALSE,,,
5/18/2021 21:34,5/19/2021 22:01,UTC-05:00,5/19/2021 9:17,5/19/2021 10:18,60,Functional Fitness,9.4,381,166,115,17,13,38,26,3,FALSE,,,
5/17/2021 20:54,5/18/2021 21:34,UTC-05:00,5/18/2021 8:09,5/18/2021 9:24,74,Functional Fitness,9.4,392,178,115,6,39,40,9,3,FALSE,,,
5/15/2021 22:00,5/16/2021 22:56,UTC-05:00,5/16/2021 8:38,5/16/2021 9:40,62,Box Fitness,10.4,441,171,123,2,26,29,35,5,FALSE,,,
5/14/2021 21:39,5/15/2021 22:00,UTC-05:00,5/15/2021 9:04,5/15/2021 9:54,49,Box Fitness,8.3,254,177,108,34,18,22,14,9,FALSE,,,
5/13/2021 22:26,5/14/2021 21:39,UTC-05:00,5/14/2021 15:38,5/14/2021 16:29,51,Weightlifting,6.1,178,140,104,22,47,26,2,0,FALSE,,,
5/13/2021 22:26,5/14/2021 21:39,UTC-05:00,5/14/2021 8:07,5/14/2021 8:51,44,Manual Labor,6,169,133,107,11,59,29,0,0,FALSE,,,
5/12/2021 22:30,5/13/2021 22:26,UTC-05:00,5/13/2021 15:21,5/13/2021 16:31,70,Box Fitness,14,583,184,131,9,25,15,7,35,FALSE,,,
5/11/2021 21:57,5/12/2021 22:30,UTC-05:00,5/12/2021 16:30,5/12/2021 17:38,67,Box Fitness,13,600,178,133,1,9,32,36,17,FALSE,,,
5/11/2021 21:57,5/12/2021 22:30,UTC-05:00,5/12/2021 16:06,5/12/2021 16:11,4,Running,6.3,64,182,157,0,7,3,3,46,TRUE,935.97,5.64,-0.58
5/9/2021 22:14,5/10/2021 21:57,UTC-05:00,5/10/2021 15:24,5/10/2021 16:31,66,Box Fitness,9.4,348,177,114,9,40,31,12,5,FALSE,,,
5/8/2021 21:57,5/9/2021 22:14,UTC-05:00,5/9/2021 8:31,5/9/2021 9:32,60,Box Fitness,12.9,511,178,129,7,14,34,14,24,FALSE,,,
5/5/2021 22:48,5/6/2021 22:09,UTC-05:00,5/6/2021 15:35,5/6/2021 16:15,40,Weightlifting,6.2,158,156,104,29,27,25,16,0,FALSE,,,
5/4/2021 22:13,5/5/2021 22:48,UTC-05:00,5/5/2021 15:37,5/5/2021 16:27,50,Functional Fitness,7.4,248,157,111,14,33,39,10,1,FALSE,,,
5/2/2021 21:50,5/3/2021 21:55,UTC-05:00,5/3/2021 15:53,5/3/2021 17:05,72,Box Fitness,11.5,508,184,124,2,17,44,24,8,FALSE,,,
4/30/2021 22:06,5/1/2021 21:58,UTC-05:00,5/1/2021 9:59,5/1/2021 10:38,38,Box Fitness,13.3,436,182,145,6,10,15,6,44,FALSE,,,
4/28/2021 21:52,4/29/2021 21:37,UTC-05:00,4/29/2021 15:17,4/29/2021 16:17,60,Box Fitness,11.2,352,184,114,26,26,21,7,12,FALSE,,,
4/26/2021 21:23,4/27/2021 22:32,UTC-05:00,4/27/2021 16:31,4/27/2021 17:19,48,Box Fitness,9.2,285,179,119,3,42,28,11,12,FALSE,,,
4/25/2021 22:15,4/26/2021 21:23,UTC-05:00,4/26/2021 16:24,4/26/2021 16:38,14,Running,8.1,173,169,149,0,2,3,33,60,TRUE,2464.76,18.81,0.04
4/23/2021 21:54,4/24/2021 22:00,UTC-05:00,4/24/2021 9:36,4/24/2021 11:09,92,Functional Fitness,13.7,649,182,125,7,32,18,12,26,FALSE,,,
4/21/2021 21:39,4/22/2021 21:37,UTC-05:00,4/22/2021 9:32,4/22/2021 10:34,62,Functional Fitness,9.7,376,169,120,5,28,41,15,9,FALSE,,,
4/20/2021 22:10,4/21/2021 21:39,UTC-05:00,4/21/2021 9:30,4/21/2021 10:40,70,Box Fitness,12.4,452,190,120,20,23,19,13,16,FALSE,,,
4/18/2021 21:48,4/19/2021 22:40,UTC-05:00,4/19/2021 15:28,4/19/2021 16:23,55,Functional Fitness,9.8,369,181,123,5,18,39,24,10,FALSE,,,
4/17/2021 22:40,4/18/2021 21:48,UTC-05:00,4/18/2021 16:07,4/18/2021 16:36,28,Box Fitness,8.2,188,187,120,18,28,15,10,22,FALSE,,,
4/15/2021 22:11,4/17/2021 1:57,UTC-05:00,4/16/2021 9:05,4/16/2021 10:39,94,Box Fitness,7.6,298,168,102,30,41,17,8,1,FALSE,,,
4/14/2021 22:27,4/15/2021 22:11,UTC-05:00,4/15/2021 16:00,4/15/2021 16:22,22,Box Fitness,6.1,134,165,119,8,31,24,26,9,FALSE,,,
4/14/2021 22:27,4/15/2021 22:11,UTC-05:00,4/15/2021 15:18,4/15/2021 16:00,41,Weightlifting,4.5,67,127,91,53,40,5,0,0,FALSE,,,
4/13/2021 22:31,4/14/2021 22:27,UTC-05:00,4/14/2021 15:35,4/14/2021 16:21,46,Box Fitness,9.5,234,191,113,16,51,10,6,4,FALSE,,,
4/11/2021 22:37,4/13/2021 1:58,UTC-05:00,4/12/2021 15:30,4/12/2021 16:19,49,Weightlifting,5.5,142,144,102,25,50,23,0,0,FALSE,,,
4/7/2021 22:25,4/8/2021 22:17,UTC-05:00,4/8/2021 16:31,4/8/2021 17:27,55,Box Fitness,8.3,274,167,111,22,30,24,14,7,FALSE,,,
4/6/2021 22:58,4/7/2021 22:25,UTC-05:00,4/7/2021 15:18,4/7/2021 16:00,42,Box Fitness,11.3,410,179,137,2,4,24,41,25,FALSE,,,
4/5/2021 0:21,4/5/2021 22:55,UTC-05:00,4/5/2021 15:23,4/5/2021 16:23,59,Box Fitness,13,515,184,133,0,22,26,24,18,FALSE,,,
4/1/2021 22:31,4/2/2021 22:07,UTC-05:00,4/2/2021 15:43,4/2/2021 17:30,107,Box Fitness,12.3,556,179,114,18,32,30,8,8,FALSE,,,
3/29/2021 22:42,3/31/2021 1:09,UTC-05:00,3/30/2021 9:25,3/30/2021 9:41,15,HIIT,7.7,168,172,143,0,0,21,40,38,FALSE,,,
3/29/2021 22:42,3/31/2021 1:09,UTC-05:00,3/30/2021 9:13,3/30/2021 9:23,9,Running,9.2,141,194,163,0,6,1,11,17,TRUE,356.31,13.62,-0.06
3/19/2021 22:11,3/20/2021 22:28,UTC-05:00,3/20/2021 10:07,3/20/2021 10:46,38,Box Fitness,10.4,333,171,132,1,23,14,30,29,FALSE,,,
3/18/2021 23:27,3/19/2021 22:11,UTC-05:00,3/19/2021 15:12,3/19/2021 16:38,85,Activity,8.1,353,137,109,5,60,33,0,0,FALSE,,,
3/17/2021 23:13,3/18/2021 23:27,UTC-05:00,3/18/2021 17:29,3/18/2021 18:24,54,HIIT,11.6,428,189,129,1,25,27,21,18,FALSE,,,
3/17/2021 23:13,3/18/2021 23:27,UTC-05:00,3/18/2021 16:45,3/18/2021 17:28,43,Box Fitness,9.7,311,181,125,0,30,34,20,10,FALSE,,,
3/16/2021 21:07,3/17/2021 22:13,UTC-06:00,3/17/2021 9:58,3/17/2021 10:12,14,Running,6.7,132,159,135,2,11,23,34,27,TRUE,1936.41,19.08,-5.43
3/15/2021 20:38,3/16/2021 21:07,UTC-06:00,3/16/2021 14:25,3/16/2021 15:24,59,Box Fitness,9.3,324,179,116,7,39,29,13,7,FALSE,,,
3/14/2021 21:17,3/15/2021 20:38,UTC-06:00,3/15/2021 14:32,3/15/2021 15:58,86,Box Fitness,10.6,490,163,115,26,13,26,31,1,FALSE,,,
3/12/2021 23:28,3/13/2021 22:00,UTC-06:00,3/13/2021 10:07,3/13/2021 11:09,61,Box Fitness,13.2,538,185,132,14,13,8,28,30,FALSE,,,
3/11/2021 22:43,3/12/2021 23:28,UTC-06:00,3/12/2021 15:38,3/12/2021 16:20,41,Box Fitness,10.1,266,187,118,21,31,16,10,7,FALSE,,,
3/10/2021 22:43,3/11/2021 22:43,UTC-06:00,3/11/2021 16:20,3/11/2021 17:14,53,Box Fitness,9.8,305,176,115,17,37,17,13,12,FALSE,,,
3/10/2021 22:43,3/11/2021 22:43,UTC-06:00,3/11/2021 15:45,3/11/2021 16:12,27,Other,7.2,205,172,127,0,10,41,44,2,FALSE,,,
3/8/2021 21:10,3/9/2021 22:50,UTC-06:00,3/9/2021 14:33,3/9/2021 15:19,45,Functional Fitness,10.1,330,170,124,10,24,13,26,24,FALSE,,,
3/7/2021 21:55,3/8/2021 21:10,UTC-06:00,3/8/2021 14:40,3/8/2021 15:49,69,Functional Fitness,12.8,569,181,131,1,17,30,34,11,FALSE,,,
3/5/2021 22:01,3/6/2021 22:10,UTC-06:00,3/6/2021 14:41,3/6/2021 15:21,40,Functional Fitness,9.2,306,162,127,5,16,21,44,11,FALSE,,,
3/5/2021 22:01,3/6/2021 22:10,UTC-06:00,3/6/2021 13:39,3/6/2021 14:17,38,Walking,4.1,48,135,89,75,19,4,0,0,TRUE,435.32,22.9,-0.89
3/3/2021 22:31,3/4/2021 22:13,UTC-06:00,3/4/2021 14:29,3/4/2021 15:28,58,Functional Fitness,11,470,170,129,2,11,27,50,7,FALSE,,,
3/2/2021 22:30,3/3/2021 22:31,UTC-06:00,3/3/2021 14:42,3/3/2021 15:51,69,Functional Fitness,11.1,497,163,124,8,14,26,46,4,FALSE,,,
3/2/2021 22:30,3/3/2021 22:31,UTC-06:00,3/3/2021 14:03,3/3/2021 14:16,12,Walking,4.6,55,137,105,32,12,48,6,0,TRUE,847.51,11.45,-0.89
3/2/2021 22:30,3/3/2021 22:31,UTC-06:00,3/3/2021 10:17,3/3/2021 10:45,28,Activity,5.1,100,131,103,33,39,27,0,0,FALSE,,,
3/1/2021 22:03,3/2/2021 22:30,UTC-06:00,3/2/2021 14:48,3/2/2021 15:36,47,Elliptical,7,244,138,115,1,41,55,1,0,FALSE,,,
2/28/2021 23:08,3/1/2021 22:03,UTC-06:00,3/1/2021 11:47,3/1/2021 12:16,29,Walking,4.3,41,119,92,54,44,1,0,0,TRUE,2638.54,33.34,0.76
2/26/2021 21:49,2/27/2021 22:39,UTC-06:00,2/27/2021 16:35,2/27/2021 16:50,15,Running,6.3,121,163,127,11,11,21,41,14,TRUE,2018.05,17.4,-6.56
2/25/2021 21:34,2/26/2021 21:49,UTC-06:00,2/26/2021 15:08,2/26/2021 16:06,57,Functional Fitness,8.9,305,177,111,24,22,31,12,8,FALSE,,,
2/23/2021 22:21,2/24/2021 22:09,UTC-05:00,2/24/2021 15:46,2/24/2021 16:01,15,Functional Fitness,7.1,149,173,138,0,5,23,33,36,FALSE,,,
2/23/2021 22:21,2/24/2021 22:09,UTC-05:00,2/24/2021 15:12,2/24/2021 15:31,18,Running,8.9,215,162,147,0,1,14,24,58,TRUE,2890.91,16.43,0.12
2/22/2021 21:57,2/23/2021 22:21,UTC-05:00,2/23/2021 17:30,2/23/2021 18:01,30,Stairmaster,6.6,190,151,119,5,26,51,17,0,FALSE,,,
2/21/2021 22:37,2/22/2021 21:57,UTC-05:00,2/22/2021 17:55,2/22/2021 18:04,8,Running,7.6,118,174,156,0,4,5,11,74,TRUE,,,
2/21/2021 22:37,2/22/2021 21:57,UTC-05:00,2/22/2021 17:00,2/22/2021 17:54,54,Weightlifting,6.9,232,151,108,14,42,35,7,0,FALSE,,,
2/18/2021 22:43,2/19/2021 22:39,UTC-06:00,2/19/2021 16:29,2/19/2021 16:46,17,Running,11.5,254,183,162,0,1,1,15,48,TRUE,3253.77,25.06,-2.63
2/18/2021 22:43,2/19/2021 22:39,UTC-06:00,2/19/2021 15:28,2/19/2021 16:22,53,Weightlifting,5.4,131,128,97,31,57,10,0,0,FALSE,,,
2/17/2021 23:18,2/18/2021 22:43,UTC-06:00,2/18/2021 15:04,2/18/2021 15:59,55,Weightlifting,5.7,156,140,100,24,54,19,1,0,FALSE,,,
2/16/2021 23:27,2/17/2021 23:18,UTC-06:00,2/17/2021 14:37,2/17/2021 15:24,46,Weightlifting,5.6,141,138,102,17,55,25,0,0,FALSE,,,
