Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %
11/12/2021 22:59,11/13/2021 23:55,UTC-06:00,64,48,65,,,12,1927,178,65,11/12/2021 22:59,11/13/2021 6:16,81,14.8,400,423,135,99,166,23,495,0,94
11/12/2021 0:00,11/12/2021 22:59,UTC-06:00,,,,,,7.4,609,166,67,,,,,,,,,,,,,
8/5/2021 22:47,8/6/2021 22:02,UTC-05:00,70,51,59,,,13.2,1583,185,67,8/5/2021 22:47,8/6/2021 7:12,95,14.8,461,503,242,96,123,42,487,0,92
8/4/2021 22:02,8/5/2021 22:47,UTC-05:00,62,50,56,,,14.5,2276,174,67,8/4/2021 22:02,8/5/2021 6:45,100,14.6,486,522,245,108,133,36,474,15,93
8/3/2021 22:36,8/4/2021 22:02,UTC-05:00,42,49,52,,,6,1486,135,61,8/3/2021 22:36,8/4/2021 6:52,93,14.2,441,485,222,79,140,44,476,0,90
8/2/2021 21:52,8/3/2021 22:36,UTC-05:00,43,52,54,,,12.6,2073,172,65,8/2/2021 21:52,8/3/2021 7:17,100,14.2,536,565,258,108,170,29,492,29,95
8/1/2021 21:41,8/2/2021 21:52,UTC-05:00,45,49,57,,,8.6,1713,138,64,8/1/2021 21:41,8/2/2021 5:02,87,14.1,399,441,194,102,103,42,461,0,91
7/31/2021 22:52,8/1/2021 21:41,UTC-05:00,49,51,57,,,8,1557,159,61,7/31/2021 22:52,8/1/2021 7:28,100,13.7,479,513,234,76,169,34,468,0,93
7/30/2021 22:59,7/31/2021 22:52,UTC-05:00,60,46,62,,,10.6,1806,188,62,7/30/2021 22:59,7/31/2021 8:12,100,14.4,499,551,222,117,160,52,475,17,90
7/29/2021 23:04,7/30/2021 22:59,UTC-05:00,67,46,65,,,5.4,1463,143,57,7/29/2021 23:04,7/30/2021 7:09,94,14.2,431,482,176,102,153,51,458,0,89
7/28/2021 21:32,7/29/2021 23:04,UTC-05:00,71,46,65,,,6.3,1645,146,54,7/28/2021 21:32,7/29/2021 7:16,100,14.1,528,582,211,104,213,54,460,0,90
7/27/2021 23:00,7/28/2021 21:32,UTC-05:00,69,49,64,,,7.5,1513,148,59,7/27/2021 23:00,7/28/2021 7:59,100,14.4,507,539,246,115,146,32,467,0,93
7/26/2021 22:19,7/27/2021 23:00,UTC-05:00,70,49,64,,,10.4,1849,161,59,7/26/2021 22:19,7/27/2021 7:23,100,14.6,503,537,220,104,179,34,458,0,93
7/25/2021 21:27,7/26/2021 22:19,UTC-05:00,65,50,62,,,6.3,1595,129,56,7/25/2021 21:27,7/26/2021 6:47,100,14.6,477,558,222,118,137,81,350,52,85
7/24/2021 21:32,7/25/2021 21:27,UTC-05:00,23,59,48,,,4.9,1458,137,61,7/24/2021 21:32,7/25/2021 5:09,77,15.9,389,457,151,69,169,68,502,45,85
7/23/2021 22:07,7/24/2021 21:32,UTC-05:00,5,66,43,,,4.7,1398,116,66,7/23/2021 22:07,7/24/2021 5:51,80,16.5,391,464,233,69,89,73,489,31,84
7/22/2021 21:43,7/23/2021 22:07,UTC-05:00,7,56,47,,,5.1,1494,139,63,7/22/2021 21:43,7/23/2021 6:26,86,15.7,429,522,241,90,98,93,498,20,82
7/21/2021 22:07,7/22/2021 21:43,UTC-05:00,52,48,65,,,12.8,2066,159,65,7/21/2021 22:07,7/22/2021 6:42,93,14.2,487,515,217,101,169,28,526,45,94
7/21/2021 3:21,7/21/2021 22:07,UTC-05:00,69,43,73,,,13.4,1630,194,60,7/21/2021 3:21,7/21/2021 10:08,80,14.1,382,408,91,81,210,26,481,23,93
7/19/2021 23:02,7/21/2021 3:21,UTC-05:00,61,45,70,,,5.6,1754,142,55,7/19/2021 23:02,7/20/2021 7:23,92,14.3,468,500,157,97,214,32,509,52,93
7/18/2021 22:02,7/19/2021 23:02,UTC-05:00,72,46,75,,,4.9,1514,118,57,7/18/2021 22:02,7/19/2021 4:59,77,14.6,361,417,115,96,150,56,472,15,86
7/17/2021 21:54,7/18/2021 22:02,UTC-05:00,93,49,82,,,4.5,1438,120,58,7/17/2021 21:54,7/18/2021 6:05,93,14.3,446,490,160,112,174,44,480,5,90
7/16/2021 21:24,7/17/2021 21:54,UTC-05:00,91,49,79,,,12.2,1873,172,61,7/16/2021 21:24,7/17/2021 6:23,98,14.4,494,537,175,113,206,43,506,24,91
7/15/2021 23:00,7/16/2021 21:24,UTC-05:00,83,49,74,,,13.4,1829,195,64,7/15/2021 23:00,7/16/2021 7:03,89,14.2,426,482,184,84,158,56,480,0,90
7/14/2021 21:56,7/15/2021 23:00,UTC-05:00,97,50,79,,,13.2,2064,169,63,7/14/2021 21:56,7/15/2021 7:07,100,14,506,550,226,134,146,44,507,24,92
7/13/2021 22:56,7/14/2021 21:56,UTC-05:00,83,48,70,,,13.6,2070,191,64,7/13/2021 22:56,7/14/2021 6:56,89,14.3,434,480,185,88,161,46,485,17,90
7/12/2021 21:51,7/13/2021 22:56,UTC-05:00,80,49,69,,,10.7,1818,172,62,7/12/2021 21:51,7/13/2021 6:47,94,14.6,492,536,240,81,171,44,522,45,92
7/11/2021 21:53,7/12/2021 21:51,UTC-05:00,73,49,67,,,12.7,1907,187,63,7/11/2021 21:53,7/12/2021 4:59,80,14.4,372,426,150,84,138,54,463,5,87
7/10/2021 23:04,7/11/2021 21:53,UTC-05:00,54,50,58,,,5.4,1409,137,59,7/10/2021 23:04,7/11/2021 7:57,98,14.1,490,534,212,90,188,44,502,24,92
7/9/2021 23:18,7/10/2021 23:04,UTC-05:00,48,56,62,,,12.7,1872,183,64,7/9/2021 23:18,7/10/2021 6:45,89,14.5,421,447,195,94,132,26,472,0,94
7/8/2021 22:23,7/9/2021 23:18,UTC-05:00,49,50,62,,,11.7,1911,182,62,7/8/2021 22:23,7/9/2021 7:07,100,14.5,481,523,199,106,176,42,477,17,91
7/7/2021 22:32,7/8/2021 22:23,UTC-05:00,53,47,64,,,6.9,1570,144,58,7/7/2021 22:32,7/8/2021 6:46,94,14.2,460,494,172,116,172,34,492,0,93
7/6/2021 21:29,7/7/2021 22:32,UTC-05:00,70,48,72,,,15.2,2192,193,63,7/6/2021 21:29,7/7/2021 6:43,100,14.4,496,554,248,115,133,58,495,11,89
7/5/2021 21:23,7/6/2021 21:29,UTC-05:00,53,47,64,,,13.9,2169,181,63,7/5/2021 21:23,7/6/2021 6:23,96,14.1,489,539,220,115,154,50,511,45,91
7/4/2021 21:37,7/5/2021 21:23,UTC-05:00,83,46,77,,,10,1661,168,59,7/4/2021 21:37,7/5/2021 4:30,80,14.1,368,412,132,85,151,44,463,0,89
7/3/2021 22:13,7/4/2021 21:37,UTC-05:00,79,49,75,,,8.8,1676,133,61,7/3/2021 22:13,7/4/2021 6:51,100,14.4,502,515,271,87,144,13,472,2,97
7/2/2021 22:17,7/3/2021 22:13,UTC-05:00,78,45,74,,,10.9,1851,158,62,7/2/2021 22:17,7/3/2021 6:33,99,14.1,458,495,172,108,178,37,462,0,92
7/1/2021 22:44,7/2/2021 22:17,UTC-05:00,73,47,73,,,8.4,1648,151,59,7/1/2021 22:44,7/2/2021 7:13,100,14.2,476,508,196,118,162,32,469,0,93
6/30/2021 21:00,7/1/2021 22:44,UTC-05:00,87,46,77,,,11,1883,168,59,6/30/2021 21:00,7/1/2021 7:18,100,14.2,569,616,162,144,263,47,531,61,92
6/30/2021 1:26,6/30/2021 21:00,UTC-05:00,78,47,75,,,11.1,1547,176,61,6/30/2021 1:26,6/30/2021 8:22,73,14,372,416,131,88,153,44,509,26,91
6/28/2021 21:05,6/30/2021 1:26,UTC-05:00,50,48,62,,,13.9,2259,177,61,6/28/2021 21:05,6/29/2021 6:56,91,14.3,519,590,178,128,213,71,570,111,87
6/28/2021 5:16,6/28/2021 21:05,UTC-05:00,73,49,84,,,6.5,1083,128,58,6/28/2021 5:16,6/28/2021 9:40,51,14.6,249,264,115,51,83,15,488,8,94
6/26/2021 22:24,6/28/2021 5:16,UTC-05:00,61,49,68,,,13.1,2395,173,61,6/26/2021 22:24,6/27/2021 7:19,97,14.2,495,534,235,100,160,39,513,29,92
6/25/2021 22:06,6/26/2021 22:24,UTC-05:00,55,46,64,,,13.8,2046,183,62,6/25/2021 22:06,6/26/2021 6:18,87,14.4,438,492,196,90,152,54,502,20,90
6/24/2021 22:36,6/25/2021 22:06,UTC-05:00,88,46,76,,,13.6,1888,185,60,6/24/2021 22:36,6/25/2021 6:28,91,14.1,447,472,196,82,169,25,489,0,95
6/23/2021 21:43,6/24/2021 22:36,UTC-05:00,89,47,75,,,14.8,2185,178,60,6/23/2021 21:43,6/24/2021 6:30,100,14.1,508,527,211,100,197,19,476,5,96
6/22/2021 22:37,6/23/2021 21:43,UTC-05:00,89,46,75,,,11.3,1703,174,58,6/22/2021 22:37,6/23/2021 7:15,98,14.2,477,517,211,104,162,40,486,8,92
6/21/2021 22:38,6/22/2021 22:37,UTC-05:00,87,45,74,,,12.8,1910,182,59,6/21/2021 22:38,6/22/2021 6:58,97,13.9,450,499,135,114,201,49,462,0,91
6/20/2021 21:54,6/21/2021 22:38,UTC-05:00,60,48,67,,,8.7,1754,144,58,6/20/2021 21:54,6/21/2021 7:43,100,14,549,589,178,112,259,40,506,17,93
6/19/2021 22:05,6/20/2021 21:54,UTC-05:00,63,47,69,,,14.6,2175,189,65,6/19/2021 22:05,6/20/2021 6:45,94,14.3,475,520,162,112,201,45,508,86,91
6/19/2021 3:54,6/19/2021 22:05,UTC-05:00,60,47,71,,,13,1592,184,63,6/19/2021 3:54,6/19/2021 9:36,62,14.3,317,341,101,67,149,24,508,31,93
6/17/2021 22:40,6/19/2021 3:54,UTC-05:00,83,49,80,,,12.6,2189,176,63,6/17/2021 22:40,6/18/2021 6:27,86,13.9,427,467,186,103,138,40,496,20,91
6/16/2021 21:49,6/17/2021 22:40,UTC-05:00,74,47,73,,,12.6,1912,183,61,6/16/2021 21:49,6/17/2021 6:44,93,14.5,497,534,193,107,197,37,533,72,93
6/16/2021 2:46,6/16/2021 21:49,UTC-05:00,76,49,75,,,7.5,1343,152,59,6/16/2021 2:46,6/16/2021 8:30,68,14.2,323,343,200,41,82,20,473,0,94
6/14/2021 21:51,6/16/2021 2:46,UTC-05:00,94,47,76,,,11.9,2150,186,61,6/14/2021 21:51,6/15/2021 6:38,100,14.2,506,526,182,106,218,20,476,11,96
6/13/2021 22:00,6/14/2021 21:51,UTC-05:00,94,48,75,,,9.6,1708,181,62,6/13/2021 22:00,6/14/2021 5:58,96,14.2,441,478,107,101,233,37,460,0,92
6/12/2021 22:30,6/13/2021 22:00,UTC-05:00,98,45,74,,,7.7,1609,131,60,6/12/2021 22:30,6/13/2021 7:13,100,14.2,492,522,140,152,200,30,483,24,94
6/11/2021 22:21,6/12/2021 22:30,UTC-05:00,96,47,72,,,6.2,1542,133,58,6/11/2021 22:21,6/12/2021 6:48,89,14.1,462,506,177,100,185,44,517,59,91
6/10/2021 23:24,6/11/2021 22:21,UTC-05:00,55,49,60,,,5.9,1448,140,59,6/10/2021 23:24,6/11/2021 6:42,74,14.3,375,437,175,78,122,62,505,20,86
6/9/2021 22:06,6/10/2021 23:24,UTC-05:00,88,47,66,,,14.1,2063,190,63,6/9/2021 22:06,6/10/2021 6:39,91,14.2,458,514,182,89,187,56,505,31,89
6/8/2021 22:46,6/9/2021 22:06,UTC-05:00,57,49,60,,,12.1,1792,180,61,6/8/2021 22:46,6/9/2021 6:05,86,14.7,411,438,140,93,178,27,479,17,94
6/7/2021 21:47,6/8/2021 22:46,UTC-05:00,86,51,65,,,8.3,1725,155,62,6/7/2021 21:47,6/8/2021 6:21,94,14.3,477,514,211,100,166,37,509,8,93
6/6/2021 22:18,6/7/2021 21:47,UTC-05:00,67,51,60,,,16.4,2550,182,69,6/6/2021 22:18,6/7/2021 6:43,97,13.9,474,505,210,106,158,31,489,14,94
6/5/2021 22:31,6/6/2021 22:18,UTC-05:00,66,56,63,,,12.1,1866,182,66,6/5/2021 22:31,6/6/2021 6:54,95,14.1,474,501,238,112,124,27,498,38,94
6/4/2021 23:27,6/5/2021 22:31,UTC-05:00,57,52,61,,,7.2,1523,142,64,6/4/2021 23:27,6/5/2021 6:48,83,14.5,401,440,214,97,90,39,481,2,91
6/3/2021 21:42,6/4/2021 23:27,UTC-05:00,64,50,63,,,12.9,2150,172,63,6/3/2021 21:42,6/4/2021 6:59,99,14,500,557,205,145,150,57,503,17,89
6/2/2021 21:52,6/3/2021 21:42,UTC-05:00,62,48,62,,,14.3,2179,181,65,6/2/2021 21:52,6/3/2021 5:41,94,14.3,429,469,167,101,161,40,459,0,91
6/1/2021 21:26,6/2/2021 21:52,UTC-05:00,56,52,60,,,6.7,1538,177,58,6/1/2021 21:26,6/2/2021 7:16,100,14.1,537,576,249,102,186,39,486,26,93
5/31/2021 21:13,6/1/2021 21:26,UTC-05:00,49,51,55,,,7.5,1624,143,61,5/31/2021 21:13,6/1/2021 6:30,91,14.2,492,557,285,89,118,65,540,29,88
5/30/2021 22:01,5/31/2021 21:13,UTC-05:00,95,49,76,,,17.9,2433,187,69,5/30/2021 22:01,5/31/2021 6:25,90,13.9,452,498,146,120,186,46,502,38,90
5/29/2021 23:24,5/30/2021 22:01,UTC-05:00,92,51,74,,,9.1,1658,143,62,5/29/2021 23:24,5/30/2021 6:54,83,14,422,450,145,102,175,28,510,52,94
5/29/2021 1:10,5/29/2021 23:24,UTC-05:00,81,50,69,,,5.6,1386,122,59,5/29/2021 1:10,5/29/2021 7:46,77,14.4,370,394,179,74,117,24,478,0,94
5/27/2021 22:30,5/29/2021 1:10,UTC-05:00,83,48,68,,,13,2074,192,61,5/27/2021 22:30,5/28/2021 6:59,100,14.9,486,510,185,95,206,24,467,0,95
5/26/2021 21:26,5/27/2021 22:30,UTC-05:00,98,47,71,,,10.4,1843,167,60,5/26/2021 21:26,5/27/2021 6:38,100,14.4,500,552,185,108,207,52,500,43,90
5/25/2021 21:17,5/26/2021 21:26,UTC-05:00,94,48,71,,,4.6,1444,114,57,5/25/2021 21:17,5/26/2021 4:58,81,14.2,411,461,151,95,165,50,505,24,89
5/24/2021 22:30,5/25/2021 21:17,UTC-05:00,85,49,63,,,13.3,2054,168,64,5/24/2021 22:30,5/25/2021 6:07,89,14.6,427,456,153,96,178,29,481,0,93
5/23/2021 21:37,5/24/2021 22:30,UTC-05:00,88,51,68,,,13.4,2142,177,66,5/23/2021 21:37,5/24/2021 6:38,100,14.6,495,539,271,88,136,44,463,5,92
5/22/2021 22:43,5/23/2021 21:37,UTC-05:00,88,53,69,,,5.3,1403,129,64,5/22/2021 22:43,5/23/2021 7:55,98,14.4,506,551,177,132,197,45,514,52,91
5/22/2021 0:58,5/22/2021 22:43,UTC-05:00,68,48,57,,,8.4,1552,146,66,5/22/2021 0:58,5/22/2021 8:27,77,14.5,378,448,114,95,169,70,493,29,85
5/20/2021 21:42,5/22/2021 0:58,UTC-05:00,80,49,57,,,9.3,1952,146,64,5/20/2021 21:42,5/21/2021 5:29,87,14.6,434,467,157,95,182,33,499,26,94
5/19/2021 22:01,5/20/2021 21:42,UTC-05:00,82,49,58,,,11.9,1815,178,67,5/19/2021 22:01,5/20/2021 6:06,91,14.5,432,482,178,102,152,50,475,0,89
5/18/2021 21:34,5/19/2021 22:01,UTC-05:00,82,49,58,,,12.2,2038,166,65,5/18/2021 21:34,5/19/2021 6:27,100,14.6,488,531,186,106,196,43,469,0,92
5/17/2021 20:54,5/18/2021 21:34,UTC-05:00,98,47,70,,,11,1911,178,63,5/17/2021 20:54,5/18/2021 5:52,100,14.1,479,538,218,110,151,59,395,120,89
5/16/2021 22:56,5/17/2021 20:54,UTC-05:00,73,46,60,,,5.6,1371,140,59,5/16/2021 22:56,5/17/2021 2:44,47,14.6,196,227,133,28,35,31,416,0,86
5/15/2021 22:00,5/16/2021 22:56,UTC-05:00,69,47,51,,,11.5,1946,171,68,5/15/2021 22:00,5/16/2021 6:29,100,14.7,477,508,196,108,173,31,468,2,94
5/14/2021 21:39,5/15/2021 22:00,UTC-05:00,56,50,46,,,9.9,1742,177,65,5/14/2021 21:39,5/15/2021 6:33,99,14.7,493,522,181,120,192,29,499,36,94
5/13/2021 22:26,5/14/2021 21:39,UTC-05:00,55,53,46,,,8.6,1653,140,64,5/13/2021 22:26,5/14/2021 6:17,84,14.4,436,468,142,114,180,32,522,32,93
5/12/2021 22:30,5/13/2021 22:26,UTC-05:00,61,49,49,,,14.8,2107,184,70,5/12/2021 22:30,5/13/2021 7:30,89,14.5,497,538,274,103,120,41,559,70,92
5/11/2021 21:57,5/12/2021 22:30,UTC-05:00,,,,,,14.7,1629,192,82,,,,,,,,,,,,,
5/10/2021 21:57,5/11/2021 21:57,UTC-05:00,89,48,65,,,7,1219,206,61,5/10/2021 21:57,5/11/2021 4:09,69,14.4,343,372,218,42,83,29,500,31,92
5/9/2021 22:14,5/10/2021 21:57,UTC-05:00,42,50,43,,,10.8,1795,177,63,5/9/2021 22:14,5/10/2021 6:25,86,14.6,437,491,222,93,122,54,507,22,88
5/8/2021 21:57,5/9/2021 22:14,UTC-05:00,53,55,48,,,14,2072,178,74,5/8/2021 21:57,5/9/2021 6:31,90,15.2,462,512,237,94,131,50,515,54,90
5/8/2021 2:13,5/8/2021 21:57,UTC-05:00,40,49,42,,,7.4,1385,140,63,5/8/2021 2:13,5/8/2021 8:47,76,14.3,348,392,156,77,115,44,459,0,89
5/6/2021 22:09,5/8/2021 2:13,UTC-05:00,61,51,51,,,6.8,1817,150,59,5/6/2021 22:09,5/7/2021 7:29,100,14.6,489,558,263,103,123,69,479,13,88
5/5/2021 22:48,5/6/2021 22:09,UTC-05:00,53,49,49,,,9.9,1726,158,65,5/5/2021 22:48,5/6/2021 6:51,94,14.5,435,477,239,43,153,42,464,0,91
5/4/2021 22:13,5/5/2021 22:48,UTC-05:00,33,54,38,,,9.4,1782,157,63,5/4/2021 22:13,5/5/2021 7:06,100,15,482,532,258,118,106,50,457,0,90
5/3/2021 21:55,5/4/2021 22:13,UTC-05:00,40,56,44,,,4.7,1464,128,61,5/3/2021 21:55,5/4/2021 7:13,100,14.5,503,557,243,128,132,54,480,0,90
5/2/2021 21:50,5/3/2021 21:55,UTC-05:00,68,47,56,,,13.3,2110,184,70,5/2/2021 21:50,5/3/2021 6:35,100,14.4,483,525,187,120,176,42,472,8,92
5/1/2021 21:58,5/2/2021 21:50,UTC-05:00,61,53,51,,,8.9,1665,135,68,5/1/2021 21:58,5/2/2021 7:06,97,14.6,500,547,236,120,144,47,512,27,91
4/30/2021 22:06,5/1/2021 21:58,UTC-05:00,91,47,64,,,14.2,1956,182,67,4/30/2021 22:06,5/1/2021 5:56,88,14.2,424,464,159,84,181,40,480,20,91
4/29/2021 21:37,4/30/2021 22:06,UTC-05:00,84,50,59,,,7.4,1634,134,63,4/29/2021 21:37,4/30/2021 5:43,91,14.5,452,486,228,128,96,34,498,18,92
4/28/2021 21:52,4/29/2021 21:37,UTC-05:00,93,53,68,,,13.3,1977,184,68,4/28/2021 21:52,4/29/2021 5:59,92,14.4,445,487,194,81,170,42,487,29,91
4/27/2021 22:32,4/28/2021 21:52,UTC-05:00,92,51,63,,,5.3,1451,132,63,4/27/2021 22:32,4/28/2021 6:27,87,14.1,430,474,183,81,166,44,494,18,90
4/26/2021 21:23,4/27/2021 22:32,UTC-05:00,70,49,52,,,12.5,1998,199,69,4/26/2021 21:23,4/27/2021 5:52,92,14.1,438,487,186,102,150,49,478,11,90
4/25/2021 22:15,4/26/2021 21:23,UTC-05:00,68,51,53,,,10.3,1674,169,64,4/25/2021 22:15,4/26/2021 6:43,96,14.3,460,507,135,125,200,47,481,20,90
4/24/2021 22:00,4/25/2021 22:15,UTC-05:00,45,52,43,,,7.7,1609,175,63,4/24/2021 22:00,4/25/2021 6:15,93,14.5,454,493,242,80,132,39,486,0,92
4/23/2021 21:54,4/24/2021 22:00,UTC-05:00,55,52,49,,,14.2,2085,182,70,4/23/2021 21:54,4/24/2021 6:55,100,14.6,487,527,215,120,152,40,488,29,92
4/22/2021 21:37,4/23/2021 21:54,UTC-05:00,47,54,45,,,6.3,1554,167,65,4/22/2021 21:37,4/23/2021 5:44,87,14.2,432,487,228,83,121,55,498,23,88
4/21/2021 21:39,4/22/2021 21:37,UTC-05:00,53,51,49,,,12.2,1944,169,66,4/21/2021 21:39,4/22/2021 6:42,92,14.1,472,542,175,106,191,70,513,32,87
4/20/2021 22:10,4/21/2021 21:39,UTC-05:00,45,51,45,,,13.4,1918,190,68,4/20/2021 22:10,4/21/2021 5:51,89,14.5,419,459,174,102,143,40,471,14,91
4/19/2021 22:40,4/20/2021 22:10,UTC-05:00,47,54,45,,,4.9,1432,138,63,4/19/2021 22:40,4/20/2021 6:59,95,14.1,453,498,254,64,135,45,475,0,91
4/18/2021 21:48,4/19/2021 22:40,UTC-05:00,35,53,39,,,12.3,2040,181,71,4/18/2021 21:48,4/19/2021 7:10,100,14.5,506,560,222,95,189,54,491,17,90
4/17/2021 22:40,4/18/2021 21:48,UTC-05:00,44,51,45,,,11.9,1812,187,69,4/17/2021 22:40,4/18/2021 7:37,94,13.9,480,537,213,116,151,57,512,54,89
4/17/2021 1:57,4/17/2021 22:40,UTC-05:00,92,57,88,,,5.5,1316,137,62,4/17/2021 1:57,4/17/2021 8:58,76,13.9,391,421,170,83,138,30,514,47,92
4/15/2021 22:11,4/17/2021 1:57,UTC-05:00,43,54,47,,,10.1,2014,168,67,4/15/2021 22:11,4/16/2021 5:31,79,14.4,388,440,228,89,71,52,489,29,88
4/14/2021 22:27,4/15/2021 22:11,UTC-05:00,49,55,49,,,7.3,1571,165,66,4/14/2021 22:27,4/15/2021 6:58,90,14.6,456,510,227,87,142,54,504,32,89
4/13/2021 22:31,4/14/2021 22:27,UTC-05:00,50,52,49,,,11.6,1773,191,68,4/13/2021 22:31,4/14/2021 6:49,89,14.4,451,498,235,96,120,47,505,46,90
4/13/2021 1:58,4/13/2021 22:31,UTC-05:00,87,54,69,,,6.6,1362,145,65,4/13/2021 1:58,4/13/2021 9:09,84,14,393,425,134,96,163,32,467,2,92
4/11/2021 22:37,4/13/2021 1:58,UTC-05:00,70,58,55,,,9.4,1959,147,67,4/11/2021 22:37,4/12/2021 7:38,99,14.7,482,540,246,113,123,58,485,26,89
4/10/2021 22:04,4/11/2021 22:37,UTC-05:00,81,52,60,,,6.6,1579,138,65,4/10/2021 22:04,4/11/2021 6:45,91,13.9,464,520,171,94,199,56,510,52,89
4/9/2021 21:00,4/10/2021 22:04,UTC-05:00,19,65,42,,,6,1574,147,68,4/9/2021 21:00,4/10/2021 5:52,77,17.4,469,532,293,99,77,63,610,152,88
4/8/2021 22:17,4/9/2021 21:00,UTC-05:00,32,62,54,,,6.1,1422,124,77,4/8/2021 22:17,4/9/2021 1:57,33,15.3,168,219,97,30,41,51,510,43,76
4/7/2021 22:25,4/8/2021 22:17,UTC-05:00,51,52,48,,,10.3,1783,167,68,4/7/2021 22:25,4/8/2021 6:16,81,13.7,406,470,211,74,121,64,501,23,86
4/6/2021 22:58,4/7/2021 22:25,UTC-05:00,71,49,54,,,12.9,1946,179,66,4/6/2021 22:58,4/7/2021 7:03,92,13.6,445,485,189,103,153,40,485,26,91
4/5/2021 22:55,4/6/2021 22:58,UTC-05:00,38,55,40,,,6.6,1560,132,68,4/5/2021 22:55,4/6/2021 7:40,91,14,476,521,210,114,152,45,521,36,91
4/5/2021 0:21,4/5/2021 22:55,UTC-05:00,78,48,57,,,14.1,2034,184,71,4/5/2021 0:21,4/5/2021 7:41,84,13.8,399,440,172,83,144,41,473,14,90
4/3/2021 23:03,4/5/2021 0:21,UTC-05:00,62,50,48,,,6.6,1625,136,68,4/3/2021 23:03,4/4/2021 7:29,95,13.8,468,502,228,87,153,34,494,36,93
4/2/2021 22:07,4/3/2021 23:03,UTC-05:00,48,53,46,,,5.8,1567,148,64,4/2/2021 22:07,4/3/2021 5:59,84,14.2,423,459,227,60,136,36,505,20,92
4/1/2021 22:31,4/2/2021 22:07,UTC-05:00,71,48,57,,,14.1,2144,179,73,4/1/2021 22:31,4/2/2021 6:50,93,13.7,446,496,187,103,156,50,481,22,89
3/31/2021 22:19,4/1/2021 22:31,UTC-05:00,50,51,45,,,6,1541,132,64,3/31/2021 22:19,4/1/2021 7:03,90,14.1,474,508,194,123,157,34,527,70,93
3/31/2021 1:09,3/31/2021 22:19,UTC-05:00,33,56,39,,,4.8,1287,123,63,3/31/2021 1:09,3/31/2021 7:09,69,13.9,331,358,182,64,85,27,481,0,92
3/29/2021 22:42,3/31/2021 1:09,UTC-05:00,54,52,47,,,13.4,2049,194,69,3/29/2021 22:42,3/30/2021 7:25,100,14.2,476,522,178,92,206,46,473,14,91
3/28/2021 21:30,3/29/2021 22:42,UTC-05:00,51,51,44,,,6.5,1625,144,63,3/28/2021 21:30,3/29/2021 5:29,95,14,439,478,244,73,122,39,464,0,91
3/27/2021 22:24,3/28/2021 21:30,UTC-05:00,58,49,48,,,9.2,1686,142,68,3/27/2021 22:24,3/28/2021 6:53,100,14,461,508,189,113,159,47,458,0,90
3/26/2021 22:50,3/27/2021 22:24,UTC-05:00,98,52,86,,,6.4,1528,142,62,3/26/2021 22:50,3/27/2021 7:24,100,13.8,470,514,205,89,176,44,457,0,91
3/25/2021 22:09,3/26/2021 22:50,UTC-05:00,98,49,82,,,4.7,1490,138,59,3/25/2021 22:09,3/26/2021 7:19,100,13.7,499,549,306,74,119,50,476,17,90
3/24/2021 21:16,3/25/2021 22:09,UTC-05:00,84,55,61,,,6,1583,141,67,3/24/2021 21:16,3/25/2021 7:32,94,14,487,615,333,79,75,128,518,61,79
3/24/2021 0:05,3/24/2021 21:16,UTC-05:00,51,58,50,,,4.7,1285,133,70,3/24/2021 0:05,3/24/2021 6:54,73,13.6,350,408,190,49,111,58,478,20,85
3/22/2021 21:36,3/24/2021 0:05,UTC-05:00,33,65,41,,,5.9,1654,133,67,3/22/2021 21:36,3/23/2021 6:27,91,13.7,447,531,272,85,90,84,489,29,84
3/21/2021 22:20,3/22/2021 21:36,UTC-05:00,48,50,49,,,6.9,1516,141,63,3/21/2021 22:20,3/22/2021 6:17,87,13.6,402,464,139,103,160,62,463,0,87
3/20/2021 22:28,3/21/2021 22:20,UTC-05:00,60,54,52,,,8.8,1687,152,67,3/20/2021 22:28,3/21/2021 7:20,100,14.1,495,528,217,102,176,33,473,0,93
3/19/2021 22:11,3/20/2021 22:28,UTC-05:00,78,49,57,,,11.9,1855,171,66,3/19/2021 22:11,3/20/2021 7:33,100,14.1,527,562,209,129,189,35,489,22,93
3/18/2021 23:27,3/19/2021 22:11,UTC-05:00,71,56,60,,,10.2,1765,146,73,3/18/2021 23:27,3/19/2021 7:43,90,13.9,450,495,254,83,113,45,498,8,90
3/17/2021 23:13,3/18/2021 23:27,UTC-05:00,85,50,63,,,14.8,2248,189,71,3/17/2021 23:13,3/18/2021 7:29,97,14.1,451,487,110,107,234,36,465,0,92
3/16/2021 21:07,3/17/2021 22:13,UTC-06:00,60,52,52,,,9.8,1801,159,67,3/16/2021 21:07,3/17/2021 6:17,100,14.2,483,550,242,100,141,67,471,0,87
3/15/2021 20:38,3/16/2021 21:07,UTC-06:00,62,51,54,,,11.4,1883,179,69,3/15/2021 20:38,3/16/2021 6:22,100,14.3,536,581,272,115,149,45,476,0,92
